商品代码,说明,市场价值,员工数量,部门,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),RSI(14)
300949,奥雅设计,2845199890,1437,商业服务,SZSE,杂项商业服务,0.04588987,,28.6766451,7.02938226,8.35564065
600466,蓝光发展,7159093255,19855,金融,SSE,房地产开发,1.68310133,2.29851615,19.7614376,0.43702667,11.68483614
605122,四方新材,3576345581,,非能源矿业,SSE,建筑材料,0.2271051,,27.15541768,3.56188028,12.07849181
600016,民生银行,163067129366.7129,59262,金融,SSE,地区银行,5.18970665,5.37692516,6.46465694,0.37907939,12.31037656
300968,格林精密,5783186174,4654,电子科技,SZSE,电子生产设备,0.13087244,,15.97678046,5.10646123,12.62005019
300962,中金辐照,5074116185,564,科技服务,SZSE,IT服务,0.04342957,,10.25712248,8.40959792,13.58177283
605289,罗曼股份,2126015115.0000005,220,配送服务,SSE,批发分销商,0.1734753,,17.80430265,3.26519135,14.63416355
605286,同力日升,3042480103,1615,制造业,SSE,金属加工,0.08198678,20.70695553,21.62057385,4.05087687,14.64814229
300961,深水海纳,3646649521,,商业服务,SZSE,杂项商业服务,0.60691598,39.26721466,14.24501953,5.21737332,14.7020091
300947,德必集团,2332349482,461,金融,SZSE,房地产开发,1.7132479,,10.98978014,2.52645765,14.81901992
300952,恒辉安防,3500002887,,健康科技,SZSE,医学专业,0.1708689,,24.1524513,6.99981211,14.91921705
600661,昂立教育,2340390756,5383,科技服务,SSE,IT服务,1.41685033,,-25.32742595,4.33632112,15.16244011
300983,尤安设计,6900000000,1286,工业服务,SZSE,工程建设,0.09459245,,49.3230179,9.7141294,15.63994602
601933,永辉超市,37245123163,120748,零售行业,SSE,食品零售,2.54770136,157.14285714,1.34964363,1.94864576,16.46249112
002468,申通快递,9898637416,9725,制造业,SZSE,建筑产品,0.58552578,,-1.24938126,1.14289654,17.07524386
000961,中南建设,17640437879,46615,工业服务,SZSE,工程建设,1.81944705,2.45901639,27.66076567,0.61511014,17.13617346
003042,中农联合,2726847870,,加工制造业,SZSE,化学品：农业,0.4930613,27.76357827,10.82677972,2.86868109,17.40623763
001201,东瑞股份,6534904935,837,非耐用消费品,SZSE,食品：肉/鱼/乳制品,0.29040923,,76.90726222,5.31085465,18.11852639
300943,春晖智控,2704012045,574,制造业,SZSE,工业机械,0.13134439,,15.60902324,5.26659819,18.30197101
002607,中公教育,70308350968,45066,配送服务,SZSE,批发分销商,1.27585568,30.87923729,71.68817274,16.82102773,18.35903173
600675,中华企业,16337641579,1565,金融,SSE,房地产开发,0.81858226,12.4137931,8.53278221,1.04677941,19.40284562
601686,友发集团,14572578934,11640,非能源矿业,SSE,钢铁,0.8341301,,22.92981766,2.29728906,20.13560976
605133,嵘泰股份,3062399902,2022,制造业,SSE,工业机械,0.10414848,21.73165252,15.92473059,3.55753653,20.19695602
000656,金科股份,22086101229,22910,金融,SZSE,房地产开发,1.59977518,3.33485958,22.49318663,0.67091322,20.20914487
300972,万辰生物,2383854959,,加工制造业,SZSE,农副产品,0.26573008,,25.79048369,6.20278033,20.44776285
603682,锦和商业,2631825081,464,金融,SSE,房地产开发,2.460773,18.70026525,14.15994902,1.72462297,20.54029231
605001,威奥股份,3186305214,2849,制造业,SSE,金属加工,0.43940338,36.49373882,7.42881549,1.11536359,20.61886029
600823,世茂股份,12378854924,2615,工业服务,SSE,工程建设,0.5383121,7.94939126,6.05930309,0.47880945,20.66132828
600170,上海建工,23554784637,48609,工业服务,SSE,工程建设,3.19994188,7.02032198,12.32477106,0.84470456,20.79009609
001979,招商蛇口,71741443342,48465,金融,SZSE,房地产开发,0.63403593,5.86838323,13.92508775,0.89831186,20.91721246
600004,白云机场,19904100220,11360,运输,SSE,空运/快递,0.15393493,,-1.93956497,1.04935018,21.14114965
002697,红旗连锁,6228799896,16632,零售行业,SZSE,食品零售,0.28415181,12.90232298,14.35854697,1.82063039,21.41759253
605060,联德股份,3427199936,,制造业,SSE,工业机械,0.01867741,20.25547445,19.66122916,3.6956789,21.45217291
600603,广汇物流,4470798448,737,金融,SSE,房地产开发,0.37237271,5.21428571,13.01032314,0.91559701,21.72581932
300956,英力股份,3235320030,2552,制造业,SZSE,杂项制造,0.18365576,,15.79006268,4.36814264,21.95467502
600340,华夏幸福,16093196288,21450,金融,SSE,房地产开发,3.12865561,,-6.49039929,0.26404155,22.09207716
002146,荣盛发展,20653779297,24778,金融,SZSE,房地产开发,1.37980727,2.74757057,16.69789103,0.44570556,22.241882
300967,晓鸣股份,2855716244,1440,加工制造业,SZSE,农副产品,0.2949328,57.87313433,8.51891224,4.7290334,22.35125189
601975,招商南油,9317345995,2244,运输,SSE,海运,0.42333827,12.93565684,13.13670009,1.6663357,22.39696428
600649,城投控股,11180724714,321,耐用消费品,SSE,住宅设计,1.35531519,12.5,4.56433698,0.5604379,22.52463257
002394,联发股份,2334653812,7615,加工制造业,SZSE,纺织品,0.15155145,6.59737912,10.30996607,0.63711445,22.63708123
601318,中国平安,998662975201.0254,362035,金融,SSE,多元化保险,2.1800497,,19.93409583,1.29431756,22.75115204
002562,兄弟科技,3844144229,2647,加工制造业,SZSE,化学品：特种,0.56404747,165.45454545,0.73450263,1.15506053,22.75185023
300976,达瑞电子,7516092266,2803,电子科技,SZSE,电子生产设备,0,,28.45076894,8.86492805,22.81606471
600593,*ST圣亚,1436119985,519,消费者服务,SSE,电影/娱乐,1.16399409,,-14.29682567,3.15646542,23.19977433
000002,万 科Ａ,238475781897.5108,140565,金融,SZSE,房地产开发,0.78698522,5.82376117,20.05855548,1.08616626,23.21631589
600488,天药股份,4498572653,2943,健康科技,SSE,药品：其他,0.36374946,213.84615385,0.71216214,1.52202557,23.27459846
605389,长龄液压,5080803393,520,制造业,SSE,卡车/建筑/农业机械,0.07093486,,37.64919755,7.15932312,23.31984689
601998,中信银行,196541044342.64255,58879,金融,SSE,地区银行,4.62940259,5.14772727,9.92610033,0.47519742,23.32454214
603238,诺邦股份,2247570285,1451,加工制造业,SSE,纺织品,0.2353236,8.55806095,25.04155538,2.00352938,23.4048409
000785,居然之家,33950991723,11239,零售行业,SZSE,百货公司,1.54663762,19.15904936,10.93699835,1.73944218,23.47313876
600093,*ST易见,3109179581,,非耐用消费品,SSE,食品：特色/糖果,0.40800772,,4.54118448,,23.48960112
000876,新 希 望,52383909850,95993,加工制造业,SZSE,农副产品,1.29773919,14.23670669,10.4928106,1.302492,23.5953072
601319,中国人保,195537955400.9867,193494,金融,SSE,财产/财产保险,0.49223664,9.69289827,11.64949392,1.10453977,23.66124992
000042,中洲控股,4766839588,2489,耐用消费品,SZSE,住宅设计,1.88925559,21.11622555,3.03475169,0.61977016,23.69088287
002661,克明食品,3729324241,4987,非耐用消费品,SZSE,食品：特色/糖果,0.20138708,13.29493641,10.90935569,1.42412059,23.76092043
300951,博硕科技,6584000244,,电子科技,SZSE,计算机通讯,0.03132699,38.91599034,50.28747841,16.87918107,23.76810157
000529,广弘控股,2907275621,1743,加工制造业,SZSE,纺织品,0.11787205,9.68235744,16.35330531,1.51865758,23.77711462
000889,中嘉博创,3168669540,4613,消费者服务,SZSE,其他消费者服务,0.11177859,55.69823435,2.50292557,1.3844337,23.78216871
002310,东方园林,7465584044,3459,工业服务,SZSE,工程建设,1.20761095,,-4.41101585,0.62820293,23.83768786
300969,恒帅股份,2792000122,644,制造业,SZSE,汽车零件：OEM,0.07828848,42.27152279,23.36894048,8.85877033,23.88256813
002558,巨人网络,19959942827,1681,商业服务,SZSE,杂项商业服务,0.05485055,19.78550296,11.54407899,2.16250301,23.88575303
002565,顺灏股份,3548572444,1768,加工制造业,SZSE,容器/包装,0.26769008,215.625,0.8715511,1.87717303,23.96083386
002847,盐津铺子,6565403473,3256,非耐用消费品,SZSE,食品：多元化,0.91166552,25.82708165,32.72217038,7.75256444,24.02343444
002705,新宝股份,16509752044,28786,耐用消费品,SZSE,电子/电器,0.50826863,,0.03382406,2.70805567,24.03655176
003019,宸展光电,3107840088,676,电子科技,SZSE,计算机外围设备,0.07960879,29.26652897,13.10890961,2.57033505,24.28006162
601963,重庆银行,23243799970.452915,4401,金融,SSE,大银行,4.39603779,,11.47141893,0.81045541,24.32415571
000089,深圳机场,14068279258,5241,运输,SZSE,其他运输,0.4328967,71.36972194,1.66580906,1.19175983,24.53710153
000965,天保基建,2508217897,300,非能源矿业,SZSE,建筑材料,0.63579125,,-0.84807655,0.47430504,24.65569926
601816,京沪高铁,221470255771,57,工业服务,SSE,工程建设,0.41019147,69.5585997,1.75693472,1.2221212,24.73146944
600897,厦门空港,4487996112,3276,运输,SSE,其他运输,0.03610486,21.24309392,5.72226459,1.2215637,24.77094275
600566,济川药业,13581464719,6923,健康科技,SSE,药品：其他,0.09970999,10.58783087,16.95398832,1.76205607,24.85404599
002157,正邦科技,29274584464,52322,加工制造业,SZSE,农副产品,1.12844852,4.63654224,29.64517835,1.23404339,24.86315279
000967,盈峰环境,19698939130,8725,制造业,SZSE,工业机械,0.43577782,14.46712018,8.49589551,1.19224703,24.88295511
300761,立华股份,10561461974,5772,加工制造业,SZSE,农副产品,0.19590759,14.2693196,10.87177884,1.57873294,24.98567231
000895,双汇发展,90704829514,44833,非耐用消费品,SZSE,食品：肉/鱼/乳制品,0.18735123,14.40898676,28.87762773,3.87100146,25.03775887
200037,深南电B,3233387829.4643283,403,公用事业,SZSE,发电厂,0.22906551,28.62910657,2.90923687,0.78529208,25.07747033
002695,煌上煌,6935959241,2386,非耐用消费品,SZSE,食品：肉/鱼/乳制品,0.05279622,24.82294618,12.68245861,2.92510521,25.11296505
600015,华夏银行,84475854222,39748,金融,SSE,大银行,5.32474406,3.87684486,9.11275095,0.38286388,25.18884721
000671,阳 光 城,18522371338,21319,金融,SZSE,房地产开发,1.99512211,3.76227734,21.28107303,0.6963327,25.21242242
601860,紫金银行,11861443072,2265,金融,SSE,地区银行,3.13993425,8.77002444,9.85402686,0.82255481,25.33912725
002596,海南瑞泽,4395233014,5966,非能源矿业,SZSE,建筑材料,0.60862064,74.95145631,1.89336632,1.41026718,25.35787928
000046,泛海控股,10652211154,9601,金融,SZSE,房地产开发,2.60687506,,-24.47992735,0.68212824,25.38172576
603719,良品铺子,13489639755,11226,零售行业,SSE,食品零售,0.36383274,37.91479821,17.47631262,6.5119736,25.48655301
603609,禾丰股份,8471204178,7205,非耐用消费品,SSE,食品：特色/糖果,0.31760802,6.87034277,18.76340727,1.24523078,25.53893454
605081,太和水,2682003214,993,商业服务,SSE,杂项商业服务,0.00282054,,18.09193967,2.81722619,25.67065155
600376,首开股份,12020773371,2024,金融,SSE,房地产开发,2.34192817,4.75849366,10.46334042,0.45104205,25.72035144
600009,上海机场,72299483656,8218,运输,SSE,其他运输,0.57556509,,-5.86111177,2.49778214,25.73427918
300771,智莱科技,2699200134,2318,制造业,SZSE,金属加工,0.01930195,12.86972228,12.26431825,1.54353583,25.79752882
002301,齐心集团,5668257234,2981,制造业,SZSE,办公设备/用品,0.50191024,28.1184669,5.8899746,1.65153611,25.81707617
603079,圣达生物,2591800755,1068,健康科技,SSE,药品:专业,0.20841566,20.04477809,12.60981408,1.99710276,25.83454466
002032,苏 泊 尔,43202827321,12048,耐用消费品,SZSE,电子/电器,0.08401678,,31.58373529,6.16188763,25.86053136
300970,华绿生物,2436695838,1615,加工制造业,SZSE,农副产品,0.20348198,19.18266778,16.71882033,2.99789005,25.92498173
601997,贵阳银行,24423401999,6594,金融,SSE,地区银行,3.93836424,3.58428717,14.06867763,0.56557441,26.01274052
300932,三友联众,3639487010,3210,制造业,SZSE,电子设备,0.11467888,24.97867343,18.7648084,4.21533949,26.01444899
000526,学大教育,2139748459.9999995,11442,金融,SZSE,房地产开发,2.40841886,27.05515237,12.35720926,12.46524184,26.08740371
300192,科德教育,2295990942,1995,加工制造业,SZSE,特种工业品,0.42045642,18.3264177,13.98395622,2.58978744,26.25357211
002014,永新股份,3735498819,2148,加工制造业,SZSE,容器/包装,0.17867699,13.14490039,16.60067599,1.91073029,26.25861732
603939,益丰药房,31662688256,28655,零售行业,SSE,连锁药房,0.88004192,39.77704417,14.04203877,6.19546876,26.31601361
002989,中天精装,3722925873,1392,工业服务,SZSE,工程建设,0.12891904,19.06994253,16.83131079,2.35753364,26.33170277
002602,世纪华通,37905506261,7250,科技服务,SZSE,套装软件,0.28349081,13.66294524,9.39954907,1.30728928,26.38135618
002798,帝欧家居,4629578440,6530,制造业,SZSE,建筑产品,0.78219179,8.47254576,14.71015362,1.12788517,26.41376378
000651,格力电器,282694611131,83952,耐用消费品,SZSE,电子/电器,0.50542656,11.90647012,21.30397834,2.47368873,26.43120403
000031,大悦城,13887654123,10283,金融,SZSE,房地产开发,1.58228493,,-1.62109441,0.76845459,26.44364406
300909,汇创达,3965631739,1312,电子科技,SZSE,电子生产设备,0.03242797,42.26913948,12.83792872,3.53959534,26.45875
600107,美尔雅,1890000000,3081,非耐用消费品,SSE,服装/鞋类,0.33577707,12.63710062,22.89801975,2.59606671,26.53174563
001914,招商积余,13996566302,39888,消费者服务,SZSE,酒店/度假村/游轮,0.38851487,28.66063738,5.98449827,1.69893711,26.54614089
002100,天康生物,8061410318,3324,加工制造业,SZSE,农副产品,0.86847481,4.73240516,29.33272108,1.2780754,26.57943115
601098,中南传媒,14655359726,13264,消费者服务,SSE,出版：书籍/杂志,0.01281873,9.77335412,10.6490647,1.04593516,26.58642568
000537,广宇发展,8362717750,2234,制造业,SZSE,杂项制造,2.11076512,3.93931328,13.98491848,0.5384997,26.62992352
601956,东贝集团,3553673953,7115,制造业,SSE,工业机械,1.45467197,,8.53634605,2.11641805,26.63794155
603536,惠发食品,1538879974,1983,非耐用消费品,SSE,食品：多元化,0.81687857,249.7311828,0.97800635,2.32825661,26.63984134
300362,天翔退,1241173651,533,制造业,SZSE,工业机械,23.44636192,1.29480499,,8.74666667,26.70137684
601939,建设银行,1143799193359.4229,349671,金融,SSE,大银行,1.55042651,,12.04376813,0.6292113,26.70333279
002467,二六三,5220106290,1072,通讯,SZSE,专业电信,0.01406276,19.35323383,12.33318616,2.22219683,26.70458633
600337,美克家居,5090241223,10144,耐用消费品,SSE,家居装修,0.98993503,9.28808369,15.18852473,1.51320521,26.77502677
601069,西部黄金,7224959782,1640,非能源矿业,SSE,贵金属,0.15924593,66.27703098,6.38464215,4.06606094,26.81822929
002951,金时科技,3701700139,528,加工制造业,SZSE,纸浆&纸,0.07949173,19.4197374,13.49602682,2.63227392,26.82617716
600377,宁沪高速,40393095589.479,5456,运输,SSE,其他运输,0.53516805,11.59380188,12.59098381,1.4965034,26.8298656
603233,大参林,31480757438,32337,健康科技,SSE,药品:专业,1.22786548,28.71744609,21.82324191,5.99979523,26.85186477
600658,电子城,4149950700.999999,853,金融,SSE,房地产开发,1.1263855,16.48793566,3.6671357,0.59124193,26.86816539
300950,德固特,3336000061,,配送服务,SZSE,批发分销商,0.08012055,54.5023664,17.19466359,9.1561761,26.87359091
002905,金逸影视,2521343977,3103,消费者服务,SZSE,电影/娱乐,3.76471416,,-24.4312055,1.75560164,26.9119847
603221,爱丽家居,2236799927,1432,制造业,SSE,建筑产品,0.07837705,32.96050332,4.73149742,1.55859267,27.01635689
002081,金 螳 螂,18159531414,15106,工业服务,SZSE,工程建设,0.35273903,7.2571247,15.25581422,1.06842773,27.02123456
600491,龙元建设,6348496081,5035,工业服务,SSE,工程建设,2.00552039,7.88483252,7.25536637,0.56349999,27.06027174
603208,江山欧派,6932967416,4627,非能源矿业,SSE,林产品,0.50851327,16.93964475,27.80837809,4.33068438,27.09051194
601169,北京银行,90914836845,15490,金融,SSE,大银行,4.50973012,4.17721519,9.84472402,0.45041356,27.11137394
002589,瑞康医药,5690845504,9219,健康科技,SZSE,仿制药,1.25351053,23.06317044,3.34345487,0.7638967,27.13219856
601111,中国国航,80765293739.5868,89373,运输,SSE,航空公司,2.19352149,,-19.69336151,1.19257793,27.15138514
603087,甘李药业,40627416553,2934,健康科技,SSE,药品:专业,0.0022377,31.95291705,17.62753903,4.63881135,27.16529564
603408,建霖家居,6132916095,6743,制造业,SSE,工业机械,0.19713495,,18.85511113,2.62502701,27.19031175
002816,和科达,1660000038,423,制造业,SZSE,工业机械,0.09316401,,-12.24388705,4.10710502,27.20541944
600064,南京高科,10110127894,826,金融,SSE,房地产开发,0.26620074,5.15895322,15.07888599,0.77024217,27.2128418
688183,生益电子,11529041089,4911,电子科技,SSE,电子元器件,0.39767888,,23.97645054,6.08303775,27.22103794
002299,圣农发展,23773235769,23447,加工制造业,SZSE,农副产品,0.42706049,16.51400157,14.94103042,2.46461269,27.2341126
600026,中远海能,20780876739.3542,7398,运输,SSE,海运,0.69457686,11.55251142,6.05190531,0.69607037,27.27798017
000156,华数传媒,12896410237,12944,消费者服务,SZSE,卫星电视,0.01147881,,7.30337532,0.95510722,27.33043715
300577,开润股份,3815235135,7157,非耐用消费品,SZSE,消费杂货,0.45730815,40.74987667,7.28622578,2.50986398,27.39840658
601818,光大银行,164398504594.88217,,金融,SSE,地区银行,3.48246114,,9.58644759,0.51617802,27.43400936
002543,万和电气,5011863665,4905,耐用消费品,SZSE,电子/电器,0.32281887,7.84748134,15.78649541,1.23124771,27.46854752
000627,天茂集团,16007637703,2379,金融,SZSE,多元化保险,0.33528772,38.77790834,1.96935789,0.77142817,27.49182787
300788,中信出版,5704545593,1483,商业服务,SZSE,商业印刷/表格,0.2509102,17.8804032,17.55104129,3.0112374,27.49409471
002443,金洲管道,2883766775,1971,非能源矿业,SZSE,钢铁,0.08292503,4.63258786,22.81780504,1.00046846,27.53146793
601006,大秦铁路,86822546565,96108,运输,SSE,铁路,0.31852487,7.87043234,9.94287961,0.72287735,27.57893489
002124,天邦股份,10648925240,9437,加工制造业,SZSE,农副产品,0.69528058,2.31341453,48.62737757,0.84676159,27.61293237
601398,工商银行,1530900977422.7812,,金融,SSE,大银行,1.462994,,11.70811002,0.60655048,27.66249183
600260,凯乐科技,5336140661,1821,电子科技,SSE,电信设备,0.38248711,10.97457627,7.10773096,0.77429461,27.77172094
000726,鲁 泰Ａ,4111800167.0266566,22583,加工制造业,SZSE,纺织品,0.37439832,76.84797768,0.87604486,0.62082339,27.78017681
600522,中天科技,22866246743,12495,制造业,SSE,电子设备,0.44150927,10.13843111,10.79688968,0.98856784,27.88227765
601116,三江购物,4184262480.999999,4658,零售行业,SSE,食品零售,0.13392483,57.78931751,2.30291243,1.34144283,27.90823943
002343,慈文传媒,2132523939.0000005,216,加工制造业,SZSE,特种工业品,0.403313,,-25.86151413,1.93462987,27.91519045
601336,新华保险,99612839474.44484,36309,金融,SSE,人寿/健康保险,0.15322278,7.91222144,16.68068566,1.24239389,27.93792896
000735,罗 牛 山,7830293188,2750,加工制造业,SZSE,农副产品,0.58720101,62.66173752,2.98683702,1.86378943,28.03052914
002507,涪陵榨菜,24667238648,2846,非耐用消费品,SZSE,食品：特色/糖果,0,30.35448949,14.81710377,6.61758241,28.09853824
603043,广州酒家,11798305068,5145,消费者服务,SSE,餐厅,0.11773737,24.3142156,20.83691288,4.78163873,28.10141863
605288,凯迪股份,4030655005,2622,制造业,SSE,工业机械,0.12990592,22.35115533,13.07828308,2.06085267,28.19916325
603810,丰山集团,2076924965.0000005,1371,加工制造业,SSE,化学品：农业,0.19133262,10.8330012,15.65338299,1.59137403,28.2271701
002567,唐人神,7176870113,9798,加工制造业,SZSE,农副产品,0.45276418,5.61109015,18.57316419,1.08275329,28.23263301
601077,渝农商行,39509566252.05275,15088,金融,SSE,地区银行,3.1525552,5.02252849,9.13448276,0.45952372,28.30386298
603363,傲农生物,5342671657,9233,健康科技,SSE,生物科技,1.68993597,9.9578373,28.94256217,1.8962427,28.35725378
600928,西安银行,19333332437,3381,金融,SSE,大银行,2.31440745,7.09219858,10.62169439,0.74753877,28.40231711
300529,健帆生物,43300026039,2280,健康科技,SZSE,医学专业,0.28263402,44.16403939,37.92032286,16.28549031,28.4152684
002548,金新农,3607339204,3154,加工制造业,SZSE,农副产品,0.91594726,39.07875186,3.65613966,1.374592,28.41985452
600629,华建集团,3443861725,8350,加工制造业,SSE,特种工业品,0.28225241,16.61585366,7.02158288,1.17086711,28.42721249
000736,中交地产,3644072512,1369,金融,SZSE,房地产开发,4.08732135,16.54411765,8.0384857,1.2266594,28.43371424
601900,南方传媒,6199063538,5836,消费者服务,SSE,出版：报纸,0.082338,7.68888889,12.4877472,0.94225425,28.45919581
000617,中油资本,65359554968,4405,金融,SZSE,金融集团,4.2415643,8.4966244,8.68768511,0.72955961,28.46013137
600872,中炬高新,27866369137,5120,制造业,SSE,电子设备,0.15480319,34.02300798,19.19563812,6.32874219,28.47253687
600657,信达地产,9211568133,2857,金融,SSE,房地产开发,1.69640539,7.07598519,5.74121829,0.4014695,28.47775114
601288,农业银行,994424858259.2356,,金融,SSE,大银行,2.00264083,4.66462924,11.38490359,0.53845997,28.48477302
600356,恒丰纸业,2028386295,2089,加工制造业,SSE,纸浆&纸,0.2035392,13.18958819,6.94218558,0.90519333,28.49485263
600637,东方明珠,26086779544,7232,消费者服务,SSE,卫星电视,0.04749817,16.24472574,5.52035385,0.88903976,28.52855047
300985,致远新能,3964002056,764,电子科技,SZSE,电子设备/仪器,0.48012822,,65.56256526,8.27298205,28.54209005
000897,津滨发展,3105162780,586,耐用消费品,SZSE,住宅设计,0.395425,19.58041958,11.86954099,2.22699435,28.65752549
002715,登云股份,1704300053,1451,制造业,SZSE,汽车零件：OEM,0.27950178,96.18380062,3.50619859,3.35017009,28.65841776
603018,华设集团,4817838838,5888,商业服务,SSE,杂项商业服务,0.10115458,8.06237558,18.97156046,1.45267739,28.66029625
688009,中国通号,48135649017.19381,20636,电子科技,SSE,电子设备/仪器,0.18884688,13.79310345,9.8654687,1.35290608,28.7101194
600668,尖峰集团,3712664532,,非能源矿业,SSE,建筑材料,0.04793514,6.76165479,15.77796394,0.83936156,28.71140167
600547,山东黄金,72743275854.46024,15770,非能源矿业,SSE,贵金属,0.51146928,53.17239245,5.45239591,2.99323473,28.720099
002749,国光股份,3631381974,1453,加工制造业,SZSE,化学品：农业,0.2090413,23.20837927,12.55609225,2.83147035,28.75064336
300315,掌趣科技,9807053259,1859,耐用消费品,SZSE,娱乐产品,0.008408,31.81818182,5.45108966,1.76310227,28.76716752
603797,联泰环保,3854799151,629,工业服务,SSE,工程建设,2.65194104,12.6641651,15.0738584,1.84418671,28.77042471
601512,中新集团,12785531425,1843,金融,SSE,房地产开发,0.34944359,10.34358047,11.03848801,1.16364544,28.77682244
603711,香飘飘,5820263841,4323,非耐用消费品,SSE,食品：多元化,0.31481952,13.29700272,16.70307123,2.07636896,28.78811279
600998,九州通,26682901837,28213,配送服务,SSE,医疗分销商,1.34951147,8.83435583,16.29162905,1.37357789,28.81498674
605500,森林包装,3352000046,1751,加工制造业,SSE,容器/包装,0.00287821,12.90074652,14.31632357,1.6165128,28.82813515
002624,完美世界,27978828236,5665,科技服务,SZSE,套装软件,0.24593308,21.17596932,13.2048637,2.66832266,28.85662308
300572,安车检测,5479702420,1329,运输,SZSE,其他运输,0.20524109,24.82836356,19.89022171,4.60340078,28.85942065
600894,广日股份,5555257003,4358,制造业,SSE,建筑产品,0.04353962,7.97455969,8.95627849,0.69156293,28.86109095
002959,小熊电器,7973950883,4273,耐用消费品,SZSE,电子/电器,0.5151104,19.49394616,21.66469893,4.09998086,28.86397162
603359,东珠生态,4295904611,461,工业服务,SSE,工程建设,0.13809215,10.25839223,12.92007862,1.29133416,28.88010643
000860,顺鑫农业,23009613573,4842,加工制造业,SZSE,农副产品,0.92832107,53.27717102,5.53735757,3.02973984,28.91965302
603983,丸美股份,14712689449,950,非耐用消费品,SSE,家庭/个人护理,0.03699453,32.85945654,15.1934322,4.91798863,28.94726448
600748,上实发展,7562708076,7535,金融,SSE,房地产开发,1.40816303,9.09294013,7.16963724,0.67338396,28.95019467
600683,京投发展,2451973976,513,金融,SSE,房地产开发,4.84872181,4.75317348,16.71900408,0.73632876,28.9514624
300907,康平科技,2582399963,2065,制造业,SZSE,工业机械,0.08199817,,10.46266939,3.43180407,28.96444659
002773,康弘药业,16918135929,3882,健康科技,SZSE,药品：其他,0.00061225,,-3.87998767,2.98121785,28.97709856
002853,皮阿诺,3193612124,2679,耐用消费品,SZSE,家居装修,0.17618888,12.16801789,14.56696266,1.40802127,28.99774414
600665,天地源,2315848351,2460,金融,SSE,房地产开发,3.22893208,9.09397103,6.72578892,0.59626078,28.99904363
300959,线上线下,4137600098,,通讯,SZSE,无线通讯设备,0,51.10897744,29.48119804,13.13199094,29.04249347
600228,返利科技,5886359334,177,加工制造业,SSE,化学品：农业,0.01735545,,-5.21379946,65.63776668,29.05129733
000090,天健集团,9324041169,11246,工业服务,SZSE,工程建设,2.00565799,6.63873249,15.8586032,1.11951916,29.10080405
300562,乐心医疗,2869049799,2528,健康科技,SZSE,医学专业,0.39852209,33.85300668,9.56424557,3.9698892,29.10385685
300144,宋城演艺,32945146554,1441,消费者服务,SZSE,电影/娱乐,0.0885346,,-19.46222499,4.50463162,29.17250384
601595,上海电影,4235490030,1076,消费者服务,SSE,电影/娱乐,0.74088912,,-15.61214621,2.19955831,29.22270706
603819,神力股份,1776242595,644,制造业,SSE,电子设备,0.79438554,219.74025974,1.06509661,2.42489559,29.22594821
601333,广深铁路,12571776071.031092,41286,运输,SSE,铁路,0.04909417,,-0.66566063,0.48491853,29.23849876
603258,电魂网络,4981449056,1129,科技服务,SSE,套装软件,0.00345724,13.20720059,18.20631967,2.34375255,29.26049463
601019,山东出版,10893617052,10165,消费者服务,SSE,出版：书籍/杂志,0.02604295,7.62724223,12.70314594,0.94795836,29.29746323
300010,豆神教育,3568814662,2420,科技服务,SZSE,IT服务,1.50587357,,-124.16366227,4.98102196,29.31422022
002739,万达电影,27950984878,11561,消费者服务,SZSE,电影/娱乐,1.51297402,,-49.09088403,2.81366044,29.31763487
300975,商络电子,8589000319.999999,,配送服务,SZSE,电子经销商,0.49380093,46.95652174,14.5412565,7.19649085,29.32134054
600048,保利地产,128678665283,61201,金融,SSE,房地产开发,1.41876113,4.31133783,18.95073123,0.78362874,29.3221752
300901,中胤时尚,3482400055,196,商业服务,SZSE,杂项商业服务,0,,15.66522298,3.62395116,29.33472208
688616,西力科技,2095500040,,电子科技,SSE,电子设备/仪器,0.04950959,,17.17429995,4.58969615,29.37053903
000926,福星股份,3705685163,3478,制造业,SZSE,金属加工,1.27966572,14.18041418,2.33595269,0.33331958,29.38372043
600880,博瑞传播,3542396187,1040,商业服务,SSE,广告/市场营销服务,0.00398403,39.92805755,3.13328719,1.24295472,29.38992022
002377,国创高新,2748975586,6815,非能源矿业,SZSE,建筑材料,0.75841724,,-81.25989207,1.24726149,29.39819537
600545,卓郎智能,4612813421,4453,工业服务,SSE,工程建设,0.88433834,,-11.35233384,1.19952019,29.45192898
601229,上海银行,102002877913,12932,金融,SSE,地区银行,4.71911593,4.88617057,11.24213927,0.59929901,29.47496981
000796,凯撒旅业,5396749389,4270,消费者服务,SZSE,其他消费者服务,1.41619467,,-45.81522242,5.85262943,29.47928086
603883,老百姓,17804393340,27212,零售行业,SSE,连锁药房,1.39525089,29.14242822,16.62286948,4.42439218,29.51258989
300877,金春股份,3718799973,641,加工制造业,SZSE,纺织品,0.03593858,12.8427476,26.07557094,2.36887334,29.51528322
600987,航民股份,5112273170,9076,加工制造业,SSE,纺织品,0.00978206,8.19982773,12.33714983,0.99299687,29.53920107
600858,银座股份,2704346165,10275,零售行业,SSE,百货公司,2.76183836,,-13.38421923,0.99436719,29.56927878
002958,青农商行,21500143397,4904,金融,SZSE,地区银行,3.79698471,7.3742378,10.56102209,0.81544241,29.58113308
