商品代码,说明,市场价值,员工数量,部门,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),RSI(14)
600601,ST方科,5948155662,7124,电子科技,SSE,计算机处理硬件,5.60499092,,-81.42668173,8.2746215,38.02326098
600479,千金药业,3406647776,4921,健康科技,SSE,药品:专业,0.14613931,11.57257497,13.15178187,1.51763279,38.02919011
600679,上海凤凰,4274823228.8715,1032,耐用消费品,SSE,机动车,0.24412289,58.281893,5.00785895,2.77506993,38.04826899
300946,恒而达,3754854277,536,耐用消费品,SZSE,五金工具,0.07123772,,,7.82173175,38.07258076
000501,鄂武商Ａ,8059042890,9038,零售行业,SZSE,百货公司,0.52003774,7.76059777,10.67912291,0.81357057,38.07863052
603676,卫信康,3327955988,500,健康科技,SSE,药品:专业,0.00267292,49.64766176,6.79955326,3.3342368,38.09574192
600565,迪马股份,5866501991,7273,金融,SSE,房地产开发,1.07515316,3.24123273,18.10973158,0.58018157,38.11146997
688015,交控科技,4832000122,1954,制造业,SSE,卡车/建筑/农业机械,0.12813125,20.19185233,19.60483273,3.69381715,38.1174071
300290,荣科科技,3070339057,1015,科技服务,SZSE,IT服务,0.12495516,29.34782609,7.65529408,2.12617957,38.13879805
002888,惠威科技,1687619872,814,耐用消费品,SZSE,电子/电器,0,47.6391231,6.8305299,3.95663805,38.1408112
601727,上海电气,58964625627.5359,39312,制造业,SSE,电子设备,0.55986817,15.54154303,6.45374009,0.95000782,38.1517788
688256,寒武纪,43566889420,1268,电子科技,SSE,半导体,0.01476081,,-10.11766778,6.99109721,38.173275
600189,泉阳泉,6207917252,2028,非能源矿业,SSE,林产品,1.17996021,42.64777723,7.51870058,4.19778138,38.1766463
600724,宁波富达,4740390730,1516,金融,SSE,房地产开发,0.01734229,10.06752609,15.72534661,1.60537212,38.1926321
002117,东港股份,3945168392,1606,商业服务,SZSE,商业印刷/表格,0.07431328,,12.12412471,2.48409969,38.20666537
002530,金财互联,4994659831,4152,制造业,SZSE,工业机械,0.1716078,,-47.00278174,2.3946713,38.21216381
603648,畅联股份,2790806884,1580,运输,SSE,货运,0.0767328,23.59481161,6.79096106,1.61825322,38.21851369
600918,中泰证券,64111357655,,金融,SSE,投资银行/经纪商,2.5393359,,8.2542494,1.92233595,38.22993586
300452,山河药辅,2528734194,859,健康科技,SZSE,药品:专业,0.16521389,25.39543058,17.33600357,4.45609436,38.23030505
000987,越秀金控,30832308850,1085,零售行业,SZSE,百货公司,2.65366784,17.88617886,7.15815641,1.26566822,38.24032638
600249,两面针,2453000021,1506,非耐用消费品,SSE,家庭/个人护理,0.04852009,43.58472086,2.70117703,1.15054269,38.27590235
000423,东阿阿胶,19660614212,4509,健康科技,SZSE,药品:专业,0.00249322,105.76398363,1.93048201,2.05208905,38.28164546
000560,我爱我家,7843752375,48488,零售行业,SZSE,百货公司,0.56415674,12.40143369,6.32507291,0.78089207,38.2883073
002479,富春环保,4722900033,1942,公用事业,SZSE,可替代发电,0.51326229,12.12728082,10.1769432,1.23996933,38.31069226
688393,安必平,3135290491,527,健康科技,SSE,生物科技,0.00156572,,10.51924531,2.72355024,38.31257496
002047,宝鹰股份,3955655008,2129,制造业,SZSE,建筑产品,1.35815521,35.43859649,2.73279466,0.96201471,38.31486813
000563,陕国投Ａ,12209158799,671,金融,SZSE,投资经理,0.00269803,18.83792049,5.61837966,1.03510971,38.32120614
002332,仙琚制药,11276935426,3659,健康科技,SZSE,药品：其他,0.26904881,19.81981982,14.52064444,2.59489389,38.35264221
601228,广州港,18951130984,8808,运输,SSE,海运,0.73438515,21.27955494,6.4665433,1.37296075,38.35583728
002941,新疆交建,6430874716,1991,工业服务,SZSE,工程建设,1.43844886,48.60225601,5.38986451,2.49026885,38.35802984
002004,华邦健康,10374776100,12450,健康科技,SZSE,药品:专业,0.68954953,15.17063378,7.1534155,1.08767616,38.37715058
300051,ST三五,1151950940,458,科技服务,SZSE,IT服务,1.42234764,,-32.06917314,4.82543287,38.38205759
002314,南山控股,8150425211,3259,金融,SZSE,房地产开发,2.04226267,6.26426053,14.68752789,0.86206158,38.39990024
002292,奥飞娱乐,7125087616,3906,耐用消费品,SZSE,娱乐产品,0.55450774,,-10.57200188,2.22802672,38.41144625
601018,宁波港,58645517644,17790,运输,SSE,海运,0.44366596,13.73485127,8.29892848,1.14792238,38.41502139
000619,海螺型材,1792800007,4178,制造业,SZSE,建筑产品,0.41556909,45.16129032,1.64282726,0.73019879,38.42598916
002331,皖通科技,3773310817,1456,科技服务,SZSE,IT服务,0.02713871,,-9.77798781,1.89180554,38.43211109
000632,三木集团,1508283483,590,配送服务,SZSE,批发分销商,2.76619819,31.69082126,3.47669741,1.09535609,38.44349964
600757,长江传媒,6153207070,4509,消费者服务,SSE,出版：书籍/杂志,0.02849675,6.43356643,12.27506098,0.77906082,38.46104028
600521,华海药业,28492521162,6655,健康科技,SSE,药品：其他,0.625417,28.85170951,15.31085825,4.39897295,38.4630332
002811,郑中设计,2038675622,1639,工业服务,SZSE,工程建设,0.32368791,64.49152542,2.04302095,1.40621506,38.52819721
300879,大叶股份,3499200134,1058,制造业,SZSE,卡车/建筑/农业机械,0.82082925,46.59359553,10.9750679,3.77346011,38.53549565
603499,翔港科技,1423257079,1083,加工制造业,SSE,纸浆&纸,0.43001524,231.94888179,1.07337021,2.44269261,38.54224922
002115,三维通信,3771225290,1059,通讯,SZSE,无线通讯设备,0.32828,46.3028169,3.26897038,1.50887107,38.54455995
002735,王子新材,3365917046,2255,加工制造业,SZSE,容器/包装,0.1874254,36.65533362,12.76564708,4.39021783,38.54689817
603789,星光农机,3294200020,569,制造业,SSE,卡车/建筑/农业机械,0.26256293,,-33.51711773,4.26345436,38.54908617
002424,贵州百灵,9714457412,6074,健康科技,SZSE,药品：其他,0.53403745,75.51462622,3.21935877,2.52604875,38.55436213
603903,中持股份,1944139033,1276,公用事业,SSE,供水,0.96127308,13.91967756,14.16268198,1.89087667,38.55462473
603696,安记食品,2102687874.0000005,342,非耐用消费品,SSE,食品：特色/糖果,0,38.03888419,9.40714035,3.74246828,38.5715375
688260,昀冢科技,2146799927,,制造业,SSE,工业机械,0.58102966,,21.648973,8.79291981,38.58445533
200505,京粮B,4732519547.048594,2912,金融,SZSE,房地产开发,0.48141648,9.55040592,7.50743151,0.65996728,38.59031092
600415,小商品城,24712190749,4497,零售行业,SSE,专业商店,0.50343089,24.3697479,7.64379569,1.86281791,38.60064106
000628,高新发展,2790057617,1097,金融,SZSE,房地产开发,0.72051963,10.0644835,19.91580512,1.82657203,38.60463279
600037,歌华有线,11231646680,3640,工业服务,SSE,工程建设,0.02845899,82.92433538,1.04143681,0.89041329,38.61394037
002461,珠江啤酒,20406890405,4562,非耐用消费品,SZSE,饮料:酒精饮料,0.14982233,33.2260372,7.036459,2.30398175,38.63452359
600801,华新水泥,31202492989.2979,16860,非能源矿业,SSE,建筑材料,0.32698947,5.94248094,26.21892455,1.50892996,38.63537799
601086,国芳集团,2477520019,1071,配送服务,SSE,批发分销商,0.21000146,19.22488526,7.09110989,1.34543871,38.63738614
603963,大理药业,1537899979,298,健康科技,SSE,药品:专业,0.07442999,341.54589372,0.97079252,3.2988517,38.63884996
601698,中国卫通,56599998474,556,通讯,SSE,专业电信,0.01123836,113.43873518,4.36957438,4.95521316,38.6514744
600807,济南高新,2525901475,974,金融,SSE,房地产开发,2.22929268,,-114.81754831,5.20694496,38.66885571
605188,国光连锁,3905170351,4353,零售行业,SSE,食品零售,0.44968372,46.93140794,11.03222645,3.49069818,38.70279951
002150,通润装备,1960843826,1367,制造业,SZSE,金属加工,0.03338839,,8.22300113,1.41724304,38.70415942
002573,清新环境,6737861401,1854,制造业,SZSE,工业机械,0.4943512,26.68136714,3.85086266,1.12058307,38.71159442
600802,福建水泥,3139001586,1836,非能源矿业,SSE,建筑材料,0.70239889,13.05984193,15.43627974,1.91417121,38.72151551
600578,京能电力,18163121597,5405,公用事业,SSE,发电厂,1.42765117,18.61882194,4.11350559,0.72033465,38.72890431
003004,声迅股份,1972343943,596,商业服务,SZSE,杂项商业服务,0.05042687,,13.58426565,2.88669641,38.74251447
002840,华统股份,3798582257,2908,配送服务,SZSE,食品经销商,1.22690898,20.73258319,11.37622486,2.21458455,38.75869227
900934,锦江B股,39099926462.1575,35072,消费者服务,SSE,酒店/度假村/游轮,1.53701012,,-1.73367819,0.88041624,38.75888687
002927,泰永长征,2183091001,1276,制造业,SZSE,电子设备,0.04771369,25.42591637,10.30291513,2.57954694,38.76498068
603608,天创时尚,2337689704,5108,非耐用消费品,SSE,服装/鞋类,0.33089375,,-22.2076869,1.39498151,38.77042288
688377,迪威尔,3067952082,742,工业服务,SSE,油田服务/设备,0.11124401,47.54683318,5.76592933,2.05161499,38.77091331
600853,龙建股份,2381616559,5786,工业服务,SSE,工程建设,3.95496289,10.37776813,12.73523999,1.26718521,38.77267353
300459,金科文化,10350163567,925,科技服务,SZSE,套装软件,0.9297057,13.20836966,23.46267758,3.83132073,38.77420111
601216,君正集团,40418103877,5509,加工制造业,SSE,化学品：特种,0.33903617,7.62360447,25.51688882,1.94355557,38.79000473
000517,荣安地产,7864288931,977,金融,SZSE,房地产开发,1.13840602,4.32578574,24.8284682,0.99280603,38.79033997
600648,外高桥,13667917913.043798,2815,金融,SSE,房地产开发,1.49657045,16.04776119,8.67519391,1.39259315,38.8002627
600489,中金黄金,39360176945,22759,非能源矿业,SSE,贵金属,0.60885919,20.5395775,9.3295395,1.67083513,38.80150424
600126,杭钢股份,16514453587,3691,非能源矿业,SSE,钢铁,0.11172117,12.26533166,6.88186972,0.84038225,38.803509
603860,中公高科,1296926057,218,科技服务,SSE,IT服务,0.00300664,32.83182715,6.18723253,1.96989777,38.81963953
002195,二三四五,10648216723,1142,科技服务,SZSE,IT服务,0.04953302,,-9.35287279,1.17818109,38.82472613
002551,尚荣医疗,4339459551,1978,工业服务,SZSE,工程建设,0.13811196,25.41410317,5.84215909,1.47747877,38.83326345
002067,景兴纸业,4122204060,1956,加工制造业,SZSE,纸浆&纸,0.31925023,11.14982578,8.17278235,0.82143191,38.83785962
002489,浙江永强,7254554018,9832,耐用消费品,SZSE,家居装修,0.63565574,16.68321748,11.10253447,1.91667047,38.839592
600393,ST粤泰,3474659502,752,耐用消费品,SSE,住宅设计,0.65870153,,-19.45626828,0.68943305,38.84439142
002917,金奥博,2211453449,1163,制造业,SZSE,工业机械,0.38487891,30.40059903,9.71007571,2.89749574,38.84606593
002626,金达威,21097643214,2003,健康科技,SZSE,药品：其他,0.33413488,20.37914809,30.2302111,6.19648386,38.846657
002022,科华生物,7324204285,1922,健康科技,SZSE,医学专业,0.22454417,7.94046008,32.8988514,2.39894819,38.85606336
002400,省广集团,7740417082,3027,商业服务,SZSE,广告/市场营销服务,0.13318519,,-18.64665189,1.77846831,38.87402269
600583,海油工程,18348623591,7894,工业服务,SSE,油田服务/设备,0.03537525,23.17620651,3.49401907,0.80615252,38.88661931
300558,贝达药业,35678697026,1466,健康科技,SZSE,药品:专业,0.12525426,59.45178468,18.06669402,8.98110705,38.9123467
603999,读者传媒,2810880066,480,消费者服务,SSE,出版：书籍/杂志,0.00680663,37.45232647,4.37149425,1.61474383,38.92822022
002437,誉衡药业,5495307617,7164,健康科技,SZSE,药品：其他,0.8597143,,-11.68165698,3.0122275,38.93562151
000923,河钢资源,11546775348,3923,制造业,SZSE,卡车/建筑/农业机械,0.03113889,9.11014762,18.19678459,1.55162925,38.95206748
603516,淳中科技,3658324370,600,电子科技,SSE,电信设备,0.30807279,27.9318274,15.13998152,4.05424243,38.96657109
600223,鲁商发展,10848385727,4288,金融,SSE,房地产开发,2.35544306,16.6411278,21.86987857,3.44520194,38.9689323
002796,世嘉科技,2468735564,1982,电子科技,SZSE,电信设备,0.27308781,66.35638298,2.40804748,1.61257746,38.96913019
688600,皖仪科技,2074770399,975,电子科技,SSE,电子设备/仪器,0.00662121,34.63393249,10.81749413,2.52641543,38.97019815
605183,确成股份,6810858771,656,加工制造业,SSE,化学品：特种,0.04897613,29.83618443,9.49227263,2.79656804,38.97496496
600855,航天长峰,5600447684,2000,健康科技,SSE,医学专业,0.13968474,39.06832298,8.38404071,3.27106692,38.98044231
688588,凌志软件,7060176520,1746,科技服务,SSE,套装软件,0.00150718,,21.35772166,5.92607439,38.98985909
002926,华西证券,23834999800,4033,金融,SZSE,投资银行/经纪商,1.47589758,,8.91059591,1.12895581,38.99101372
000157,中联重科,70488525188.91483,23528,制造业,SZSE,工业机械,0.77671898,7.75846622,18.1663572,1.47058074,39.00357949
002177,御银股份,4346402262,276,电子科技,SZSE,电子设备/仪器,0.11154771,195.94594595,1.34862765,2.58918168,39.00941207
002381,双箭股份,3309040755,1648,制造业,SZSE,工业机械,0.1163161,10.2560803,16.59975335,1.66721752,39.01948231
605388,均瑶健康,7735699902,686,通讯,SSE,专业电信,0,35.91307663,14.88901725,4.19568272,39.02543594
200030,富奥B,9381457625.483133,7397,制造业,SZSE,杂项制造,0.25816764,3.50624686,14.00694244,0.67186645,39.0257081
688095,福昕软件,10151763306,555,科技服务,SSE,套装软件,0.00261362,,6.92762843,3.47095498,39.02630133
300594,朗进科技,1667000628,800,制造业,SZSE,工业机械,0.19821358,21.53774896,8.82761964,1.84721909,39.02938455
002616,长青集团,4637136841,4040,公用事业,SZSE,可替代发电,1.95809244,13.66608544,13.16483022,1.69263206,39.02955717
600054,黄山旅游,5444499266.1428,3546,消费者服务,SSE,其他消费者服务,0.05982665,,-0.02443892,1.47838377,39.04088948
002919,名臣健康,4752301710,1529,非耐用消费品,SZSE,家庭/个人护理,0.06964187,30.45817881,24.65670408,7.38261768,39.06227458
600235,民丰特纸,1707317988,1305,加工制造业,SSE,纸浆&纸,0.55879802,30.39950062,4.22322705,1.27262702,39.06424968
600467,好当家,3579436013,4468,加工制造业,SSE,农副产品,0.81707316,57.10955711,1.92089759,1.09498675,39.06498691
300226,上海钢联,10571828131,3038,科技服务,SZSE,IT服务,1.43514864,45.45602739,17.42769503,7.83553938,39.06571199
002087,新野纺织,2670917383,8948,加工制造业,SZSE,纺织品,1.08820365,18.81472957,3.34195032,0.62518163,39.10035018
600298,安琪酵母,39435965276,9179,非耐用消费品,SSE,食品：多元化,0.46223869,26.66157427,26.25278315,6.83618631,39.10133916
002425,凯撒文化,6840155121,756,科技服务,SZSE,套装软件,0.04248187,29.6739579,4.63288639,1.40206507,39.10585477
601138,工业富联,233350584003,196159,电子科技,SSE,电信设备,0.45480419,12.4697464,18.95129437,2.2533058,39.11096425
603788,宁波高发,2817311970,1380,制造业,SSE,汽车零件：OEM,0.05244884,15.13338916,9.70642863,1.47795395,39.11214179
688278,特宝生物,12594527250,914,健康科技,SSE,生物科技,0.0297771,100.95027241,13.16549404,12.95955213,39.14232993
002084,海鸥住工,2990047406,5577,制造业,SZSE,建筑产品,0.53843007,14.27417183,11.72552348,1.82766814,39.14893131
002327,富安娜,5900510686,4315,加工制造业,SZSE,纺织品,0.09444991,11.5,14.65034695,1.75321582,39.15913782
600269,赣粤高速,7660134836,3496,运输,SSE,其他运输,0.72620697,7.73415326,6.279051,0.48039489,39.16858287
603123,翠微股份,5191788513,2806,零售行业,SSE,百货公司,0.49473667,35.066313,3.99500685,1.38519538,39.18480293
600827,百联股份,25241263348.0113,32409,零售行业,SSE,百货公司,0.69990963,26.0862128,5.89595409,1.48814751,39.19227912
000616,ST海投,2660235958,199,金融,SZSE,房地产开发,0.04543028,9.192607,6.47923554,0.57412954,39.20075873
002965,祥鑫科技,3633396884,2904,制造业,SZSE,金属加工,0.46677802,23.26498423,8.57395705,1.89957066,39.20761632
000905,厦门港务,3963714772,4627,运输,SZSE,其他运输,0.47591779,23.61266294,4.82745929,1.13359629,39.20806562
600387,ST海越,2158146070,572,公用事业,SSE,燃气经销商,0.07349694,34.63561232,1.99367973,0.68280314,39.20807173
300729,乐歌股份,4061594613,2956,制造业,SZSE,办公设备/用品,1.29959693,14.1262142,24.92128482,3.27942303,39.21633947
605268,王力安防,5877279800,,耐用消费品,SSE,五金工具,0,,25.02290782,,39.21841681
002517,恺英网络,8322983117,1191,科技服务,SZSE,套装软件,0,27.04975473,10.42131502,2.87600399,39.22556811
000026,飞亚达,4819202547.287547,4901,耐用消费品,SZSE,其他消费特产,0.29116466,12.21858574,15.33419643,1.82985606,39.22909614
603161,科华控股,1811571907,2953,制造业,SSE,汽车零件：OEM,1.67925039,54.25829668,2.52467255,1.3841967,39.25023881
000032,深桑达Ａ,18767975412,476,耐用消费品,SZSE,家居装修,0.09040873,48.30229737,9.77302377,4.60908937,39.2542442
002856,美芝股份,1473556495,685,工业服务,SZSE,工程建设,0.24802168,49.47845805,3.82267941,1.78059656,39.27110408
002751,易尚展示,2568538520,666,商业服务,SZSE,商业印刷/表格,0.8122593,37.22755013,4.86078193,1.80751261,39.27506744
003012,东鹏控股,17067150224,10413,非能源矿业,SZSE,建筑材料,0.35318435,,13.44404019,2.30920163,39.2863668
300921,南凌科技,3009056636,341,通讯,SZSE,主要电信,0.01374118,,15.11565889,3.79347952,39.29345711
688109,品茗股份,3716462855,,科技服务,SSE,数据处理服务,0.01978459,,40.6952005,13.52804318,39.30432394
603136,天目湖,2716170603,1292,消费者服务,SSE,其他消费者服务,0.30788347,32.51479939,7.91962558,2.63271885,39.30671012
002946,新乳业,12228518794,8923,非耐用消费品,SZSE,食品：肉/鱼/乳制品,1.3855192,38.34291688,14.96550363,4.71896884,39.31054088
300003,乐普医疗,46088964330,9388,健康科技,SZSE,医学专业,0.48041761,21.8011452,23.11988703,4.77234707,39.31956564
002351,漫步者,11380569701,3468,耐用消费品,SZSE,电子/电器,0.01128711,37.47093023,15.00783346,5.56301223,39.33364428
600600,青岛啤酒,91182250313.0635,35678,非耐用消费品,SSE,饮料:酒精饮料,0.0441575,42.28018884,13.02969312,5.5003763,39.33377209
002841,视源股份,71377202281,4779,电子科技,SZSE,电信设备,0.24507806,36.73856364,31.0378746,9.8130634,39.33560864
300926,博俊科技,2972009531,944,制造业,SZSE,汽车零件：OEM,0.36037386,,10.00301824,3.5727012,39.3385633
600280,中央商场,3131337154,2990,零售行业,SSE,百货公司,7.08638972,,9.17993608,3.47116867,39.36244306
300781,因赛集团,2056300871.9999995,562,商业服务,SZSE,杂项商业服务,0.03614302,107.31570062,3.08710359,3.37028214,39.36846398
002422,科伦药业,25956948822,19759,健康科技,SZSE,生物科技,0.7965681,26.63838356,7.36002489,1.94075207,39.37470953
601929,吉视传媒,5413343086,6842,工业服务,SSE,工程建设,0.7879097,73.41772152,1.05777023,0.78105011,39.37935865
601107,四川成渝,7797564867.560538,4368,运输,SSE,其他运输,1.11452482,7.37405695,8.14921322,0.59647313,39.38237516
603619,中曼石油,3488000905,2653,能源矿产,SSE,石油和天然气生产,0.99296572,,-23.69374839,1.83330183,39.38838639
603577,汇金通,2409922467,1643,制造业,SSE,金属加工,0.8112205,21.94480946,8.30576205,1.78484019,39.39460243
600455,博通股份,1074902126,629,科技服务,SSE,IT服务,0,42.76479612,15.02366242,6.02760116,39.39769185
300955,嘉亨家化,3739679959,,制造业,SZSE,杂项制造,0.16840403,,19.37495237,7.27216619,39.41215292
688656,浩欧博,3712874345,345,健康科技,SSE,医学专业,0.04392567,,31.80553528,18.68950369,39.42277605
002597,金禾实业,16035885471,4409,加工制造业,SZSE,化学品：特种,0.29908669,20.46508258,16.36985416,3.19361323,39.42351719
688696,极米科技,25678500366,,耐用消费品,SSE,电子/电器,0.17076365,98.53132553,39.75575554,33.89550846,39.42723049
003011,海象新材,3063851930,1433,制造业,SZSE,建筑产品,0.35970375,,23.1248122,1.75945303,39.46226532
603027,千禾味业,19072202412,2271,非耐用消费品,SSE,食品：特色/糖果,0,112.47145272,9.73327899,10.30470492,39.46435511
002956,西麦食品,4015183959,2828,非耐用消费品,SZSE,食品：特色/糖果,0.11152352,26.83763232,11.00130817,2.99856569,39.4666443
688289,圣湘生物,34335998535,911,健康科技,SSE,医学专业,0.00848801,,98.68548622,7.45728946,39.46971559
002362,汉王科技,4287734533,1977,配送服务,SZSE,电子经销商,0.008574,31.87660852,10.07530744,2.50406059,39.47508103
002740,爱迪尔,1820785100,606,加工制造业,SZSE,特种工业品,0.73851775,,-92.11982331,2.00352741,39.48355427
600191,*ST华资,1343261650,458,加工制造业,SSE,农副产品,0,,-7.01218097,0.81082014,39.48875897
300864,南大环境,3991823908,563,商业服务,SZSE,杂项商业服务,0.00251021,15.86241964,20.89302115,1.96189125,39.50242468
300203,聚光科技,4956133728,6056,制造业,SZSE,工业机械,0.87772684,11.31621188,12.66704074,1.32664522,39.51354537
002215,诺 普 信,4665389378,3113,加工制造业,SZSE,化学品：农业,0.5560554,25.08574228,7.39612266,1.99107903,39.52854428
603778,乾景园林,2351129414,193,工业服务,SSE,工程建设,0.0948361,,-8.27497032,1.67248958,39.53006634
300368,汇金股份,5712589700,987,电子科技,SZSE,计算机外围设备,1.30465126,77.43300423,8.71396358,6.38684008,39.54537583
603366,日出东方,3375999832,4002,制造业,SSE,建筑产品,0.16592681,18.95482728,5.57403968,1.02383037,39.56791471
300899,上海凯鑫,2430149970,87,科技服务,SZSE,套装软件,0.0561682,,10.42621311,3.91910015,39.58449246
600529,山东药玻,20062314047,5637,加工制造业,SSE,容器/包装,0.10095617,34.97506767,13.88738698,4.80488275,39.59934283
002503,搜于特,4668168494,1493,非耐用消费品,SZSE,服装/鞋类,1.46398155,,-44.85648402,1.24479651,39.62640539
300336,新文化,2088136054,178,消费者服务,SZSE,电影/娱乐,3.27349856,,-145.55413991,6.31716526,39.62648329
300765,新诺威,6901440187,1672,健康科技,SZSE,药品:专业,0.00232791,21.91949376,11.85349534,2.54231932,39.63275108
600682,南京新百,12088266559,16356,零售行业,SSE,百货公司,0.10496378,15.04395422,5.01278884,0.75628584,39.63624879
002561,徐家汇,2852134239,876,零售行业,SZSE,零售服装/鞋类,0.08811221,27.89366053,4.46026417,1.27839125,39.64257147
600463,空港股份,1703999949,653,金融,SSE,房地产开发,0.64285196,159.61002786,0.86599163,1.37999133,39.64861016
600695,*ST绿庭,1491935655.6374002,29,加工制造业,SSE,农副产品,0.01017742,2120,0.15907868,3.39692781,39.65455637
000555,神州信息,12537434387,12898,电子科技,SZSE,电信设备,0.14113231,25.67271278,8.96996712,2.22233342,39.65669025
300928,华安鑫创,3832000122,157,制造业,SZSE,汽车零件：OEM,0.03841328,53.04170034,7.9787627,3.19102078,39.65702845
600835,上海机电,14236277957.1389,4212,耐用消费品,SSE,电子/电器,0.01467053,12.29534255,10.88113255,1.32639527,39.66146548
600119,长江投资,2502102107,425,零售行业,SSE,百货公司,0.60157136,,-31.43365406,7.22397476,39.6637917
600626,申达股份,4210319233.999999,8615,加工制造业,SSE,纺织品,1.42611622,,-21.31440692,1.34624037,39.66761032
002305,南国置业,3312352132,729,金融,SZSE,房地产开发,1.35804898,102.61780105,0.85282143,0.84506435,39.67480496
002852,道道全,3586245387,873,非耐用消费品,SZSE,食品：特色/糖果,0.48241062,,-1.90329631,1.99420659,39.6869894
300869,康泰医学,26177063043,1347,健康科技,SZSE,医学专业,0.3695492,41.34697479,57.00569163,17.39010224,39.69370974
000538,云南白药,121950326468,8131,健康科技,SZSE,药品:专业,0.08496299,25.32305123,12.78319154,3.28522896,39.70458595
200613,*ST东海B,1013883727.603892,120,消费者服务,SZSE,酒店/度假村/游轮,0.19457166,,-10.99783672,6.69458984,39.71337516
600370,三房巷,11416276002,2477,加工制造业,SSE,纺织品,0.45610917,21.02272727,13.07808138,1.88664814,39.74318345
002725,跃岭股份,1748479980,1321,耐用消费品,SZSE,机动车,0.17475532,,-0.61481508,1.73422498,39.77954977
002251,步 步 高,5941277565,24335,零售行业,SZSE,食品零售,1.80481441,52.31447465,1.5824887,0.81790006,39.78645796
603356,华菱精工,1324066204,1547,制造业,SSE,建筑产品,0.68376095,22.30441605,7.8981406,1.69825361,39.78683545
900953,凯马B,1357741606.8074,4521,制造业,SSE,卡车/建筑/农业机械,1.63190921,82.73204248,2.26838236,1.7213375,39.78943898
300710,万隆光电,1756518386,787,电子科技,SZSE,电信设备,0.10184689,27.64893617,10.52390497,2.76945143,39.80602952
600741,华域汽车,68729383435,56583,制造业,SSE,汽车零件：OEM,0.36891828,10.43298525,12.7548377,1.30276226,39.81248214
000978,桂林旅游,1706873947,2331,运输,SZSE,其他运输,0.89407394,,-18.23178434,1.3102324,39.81339609
300584,海辰药业,2160000000,619,健康科技,SZSE,药品:专业,0.24705289,53.89708095,5.92276757,3.16163529,39.83112775
601360,三六零,87030520999,6639,科技服务,SSE,套装软件,0.07596707,29.16063676,8.53860725,2.3458328,39.83774325
000869,张 裕Ａ,16961069123.33492,2560,非耐用消费品,SZSE,饮料:酒精饮料,0.11062984,42.18123363,4.86736374,2.10689481,39.85745004
600655,豫园股份,36798236084,11648,零售行业,SSE,专业商店,0.95725889,9.64278547,11.87347881,1.1306042,39.87067204
601696,中银证券,41808896856,2868,金融,SSE,投资银行/经纪商,0.90839621,50.8986097,5.5127955,2.77987158,39.87932307
601878,浙商证券,43668180463,3606,金融,SSE,投资经理,2.1527107,23.11805841,9.89421283,2.09940809,39.88087848
000088,盐 田 港,11673150209,848,运输,SZSE,海运,0.25356035,24.74868358,5.8397498,1.35389933,39.88207694
603839,安正时尚,3412424058,4790,非耐用消费品,SSE,服装/鞋类,0.19671859,17.3203265,6.94170124,1.26957814,39.8834266
002846,英联股份,2442394626,1310,制造业,SZSE,金属加工,1.15579845,31.8852459,10.79054864,3.02648368,39.89319045
605136,丽人丽妆,9548239269,945,配送服务,SSE,医疗分销商,0.00881356,27.98594848,17.30658725,4.08726569,39.91428075
605168,三人行,8480484415.999999,606,商业服务,SSE,广告/市场营销服务,0.06631446,22.66802256,35.11785232,5.05494261,39.91514991
603106,恒银科技,2566163607,2679,制造业,SSE,工业机械,0.04594744,101.86721992,1.54582567,1.56728305,39.92514777
603639,海利尔,5509223099,2511,加工制造业,SSE,化学品：农业,0.1150364,11.77932115,17.88857325,2.03982479,39.9475886
600979,广安爱众,3573553438,2512,公用事业,SSE,发电厂,0.81468424,18.34920635,4.95447502,0.89536332,39.95058664
688189,南新制药,5180000000,469,健康科技,SSE,药品:专业,0.22121861,40.64199744,8.41597826,3.33290781,39.956827
601999,出版传媒,3118176964,2334,消费者服务,SSE,出版：书籍/杂志,0.16650689,20.19774011,6.78606734,1.33109622,39.9637881
300136,信维通信,25330946335,10494,电子科技,SZSE,电信设备,0.52041234,31.44913854,15.24301443,4.64504209,39.97075845
002671,龙泉股份,2059718473,1177,制造业,SZSE,杂项制造,0.21916032,,-1.85428038,0.94273459,39.97599127
601966,玲珑轮胎,51089606603,17475,耐用消费品,SSE,汽车售后,0.4674162,21.2812528,16.60692434,3.21584893,39.98411957
688051,佳华科技,4524038979,1184,科技服务,SSE,套装软件,0.13268517,29.13424314,10.93081106,3.08481554,40.01266272
603095,越剑智能,2893440010,679,制造业,SSE,工业机械,0.13266673,20.71601622,9.26214101,1.50992111,40.0181212
000877,天山股份,13654374233,6369,非能源矿业,SZSE,建筑材料,0.10319026,8.35205752,16.06526336,1.28335515,40.01997475
300299,富春股份,3573656527,812,科技服务,SZSE,IT服务,0.76314637,111.50627615,6.78012866,8.20467035,40.02762619
688659,元琛科技,2140800018,,制造业,SSE,工业机械,0.15069986,33.88132546,17.05755348,5.32537689,40.03081114
601518,吉林高速,2943861499,1062,运输,SSE,其他运输,0.4633357,13.79962193,5.76612796,0.78726571,40.03211262
688557,兰剑智能,2543449936,845,制造业,SSE,工业机械,0,,13.88107682,2.89451731,40.03386911
688030,山石网科,4889462039,1351,电子科技,SSE,电信设备,0.12737587,106.0665362,3.4787779,3.42638519,40.04402727
