商品代码,说明,市场价值,员工数量,板块,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),aboveMa1,aboveMa2,maxChange
2448,SPACE GROUP,2434120000.0,81.0,金融,HKEX,金融集团,0.99278174,60.03976143,9.3009764,5.33323915,-1,-1,-1
1034,FULLWEALTH,2432000000.0,122.0,工业服务,HKEX,工程建设,0.08144011,,-49.63435044,21.87365089,-1,-1,-1
408,YIP'S CHEMICAL,2393630000.0,3018.0,加工制造业,HKEX,化学品：特种,0.40622081,7.99702436,9.53382037,0.70278548,-1,-1,-1
1045,APT SATELLITE,2380690000.0,110.0,通讯,HKEX,无线通讯设备,0.03274367,10.32958199,3.92516675,0.40172193,-1,-1,-1
617,PALIBURG HOLD,2374100000.0,1590.0,消费者服务,HKEX,酒店/度假村/游轮,1.16547002,,-7.07430398,0.18112106,-1,-1,-1
3393,WASION HOLDINGS,2366750000.0,,电子科技,HKEX,电子设备/仪器,0.40514102,9.17745621,5.15496003,,-1,-1,-1
222,MIN XIN HOLD,2365140000.0,74.0,其他,HKEX,其他,0.06864764,5.42391453,5.95655014,0.31128062,-1,-1,-1
1469,GET NICE FIN,2350000000.0,59.0,金融,HKEX,投资银行/经纪商,0.16027128,15.56291391,3.82407627,0.59774003,-1,-1,-1
661,CDAYENONFER,2344320000.0,5769.0,非能源矿业,HKEX,其他金属/矿物,2.36019065,6.68367347,11.99181607,0.73488163,-1,-1,-1
255,LUNG KEE,2324570000.0,3600.0,其他,HKEX,其他,0.00628255,12.83571678,8.25071125,1.02206323,-1,-1,-1
259,YEEBO (INT'L H),2292930000.0,,电子科技,HKEX,电子元器件,0.00616039,16.18981158,7.7468887,1.26968838,-1,-1,-1
1296,GUODIAN TECH,2273910000.0,,公用事业,HKEX,燃气经销商,1.74661259,27.77777778,1.37013006,,-1,-1,-1
2360,BEST MART 360,2270000000.0,694.0,零售行业,HKEX,食品零售,1.07425278,66.18075802,10.31905141,7.40185209,-1,-1,-1
1396,GD-HKGBA HLDGS,2268680000.0,961.0,金融,HKEX,房地产开发,0.59246762,5.25762355,6.72718488,0.34215407,-1,-1,-1
982,HUAFA PPT SER,2263700000.0,,商业服务,HKEX,商业印刷/表格,-1.4413141,60.81081081,,,-1,-1,-1
1297,SINOSOFT TECH,2261400000.0,,科技服务,HKEX,IT服务,0.0372535,3.85175932,23.35907988,,-1,-1,-1
733,HOPEFLUENT,2258400000.0,,金融,HKEX,房地产开发,0.14266323,12.27555881,5.45159127,0.64911285,-1,-1,-1
6811,TAI HING GROUP,2254210000.0,6900.0,消费者服务,HKEX,餐厅,1.53559425,19.00337838,11.63879324,2.09214747,-1,-1,-1
31,CHINA AEROSPACE,2252070000.0,,电子科技,HKEX,电子设备/仪器,0.1586033,9.28753181,3.20352929,0.28413735,-1,-1,-1
769,CHINA RAREEARTH,2248030000.0,400.0,非能源矿业,HKEX,建筑材料,0.00120126,114.28571429,0.73373307,0.80949129,-1,-1,-1
1977,ANALOGUE HLDGS,2240000000.0,2515.0,工业服务,HKEX,工程建设,0.03592564,7.43494424,16.13466273,1.13496106,-1,-1,-1
169,WANDA HOTEL DEV,2231240000.0,526.0,消费者服务,HKEX,酒店/度假村/游轮,0.47182097,143.93939394,4.09295273,1.00507829,-1,-1,-1
3303,JUTAL OIL SER,2208770000.0,3568.0,工业服务,HKEX,油田服务/设备,0.29069077,12.92850147,6.58646008,0.80982589,-1,-1,-1
286,AIDIGONG,2183000000.0,,金融,HKEX,投资银行/经纪商,1.25766949,,-40.65202803,2.82569899,-1,-1,-1
2030,CABBEEN,2172930000.0,469.0,非耐用消费品,HKEX,服装/鞋类,0.48557378,9.99077774,14.92462971,1.38669625,-1,-1,-1
8029,SUN INT'L,2170050000.0,64.0,商业服务,HKEX,杂项商业服务,1.52890261,,-27.0240126,18.66038106,-1,-1,-1
1499,OKG TECH,2148200000.0,225.0,工业服务,HKEX,环境服务,0.58677686,,-19.98954639,7.07463742,-1,-1,-1
3768,DCWT,2119969999.9999995,,工业服务,HKEX,环境服务,1.16282783,5.40398741,8.1481076,,-1,-1,-1
500,FRONTIER SER,2110340000.0000005,,电子科技,HKEX,电信设备,0.19860568,,-37.15630713,,-1,-1,-1
672,ZHONGAN GROUP,2110130000.0,4573.0,金融,HKEX,房地产开发,1.3909502,2.29607251,9.22760008,0.19788369,-1,-1,-1
543,PACIFIC ONLINE,2103900000.0,,科技服务,HKEX,互联网软件/服务,0.00035853,11.46732429,15.44985104,,-1,-1,-1
603,CHINA OIL & GAS,2087639999.9999995,4443.0,公用事业,HKEX,燃气经销商,1.06520148,81.13207547,0.79478549,0.55255718,-1,-1,-1
150,HYPEBEAST,2072980000.0,401.0,商业服务,HKEX,广告/市场营销服务,0.34887151,35.06944444,22.09896447,7.42483276,-1,-1,-1
2120,KN HOSPITAL,2062889999.9999995,3338.0,健康服务,HKEX,医院/护理管理,0.4973552,26.81797221,5.73931721,1.43573492,-1,-1,-1
1442,INFINITY L&T,2060000000.0,,运输,HKEX,铁路,0.50775805,43.82978723,18.75739994,6.14595143,-1,-1,-1
3989,CAPITAL ENV,2058440000.0,4847.0,工业服务,HKEX,环境服务,1.81367531,3.92370572,9.80614911,0.30877434,-1,-1,-1
1057,ZHEJIANG SHIBAO,2053080000.0,1680.0,制造业,HKEX,汽车零件：OEM,0.13896757,28.26086957,4.78481627,1.28966975,-1,-1,-1
1373,IH RETAIL,2043340000.0,,零售行业,HKEX,专业商店,0.57901953,7.53968254,34.70155985,,-1,-1,-1
1115,TIBET WATER,2027640000.0,,非耐用消费品,HKEX,饮料:非酒精饮料,0.31296958,117.39130435,0.55562094,,-1,-1,-1
2722,CHONGQING M&E,2026550000.0,8233.0,制造业,HKEX,工业机械,0.54058287,9.89208633,2.56465644,0.24341884,-1,-1,-1
6885,JINMA ENERGY,2013180000.0,,加工制造业,HKEX,特种工业品,0.35712888,3.68519063,17.13313976,,-1,-1,-1
1689,HUAXIHOLDINGS,1999080000.0,,加工制造业,HKEX,容器/包装,0.08243788,21.22114669,22.17434409,4.3202765,-1,-1,-1
2708,IBO TECH,1986130000.0,268.0,科技服务,HKEX,IT服务,0.66419733,,-25.48269215,5.90345579,-1,-1,-1
1592,ANCHORSTONE,1970580000.0,,工业服务,HKEX,工程建设,1.32413927,,-24.69966571,15.59723593,-1,-1,-1
6093,HEVOL SERVICES,1960000000.0,,金融,HKEX,房地产开发,0.00798291,24.32244614,23.21570886,4.61291088,-1,-1,-1
3300,CHINA GLASS,1956620000.0,,加工制造业,HKEX,特种工业品,1.60985306,,-3.68899371,,-1,-1,-1
1979,TEN PAO GROUP,1940890000.0,8000.0,制造业,HKEX,电子设备,0.42775823,6.71512634,34.07873229,1.93792642,-1,-1,-1
1526,RICI HEALTH,1908380000.0,,健康服务,HKEX,医院/护理管理,9.12430213,,-0.34959208,3.18217979,-1,-1,-1
635,PLAYMATES,1901770000.0,,耐用消费品,HKEX,娱乐产品,0.11414972,,-8.00514815,,-1,-1,-1
1713,SICHUAN EN INV,1890870000.0,3006.0,工业服务,HKEX,工程建设,0.19566756,6.25666548,13.92937032,0.81295556,-1,-1,-1
1026,UNIVERSAL TECH,1874420000.0,,科技服务,HKEX,套装软件,0.91761532,,-3.19372593,,-1,-1,-1
2051,51 CREDIT CARD,1833730000.0,,金融,HKEX,金融/租赁,0.20768634,,-96.41810329,,-1,-1,-1
2278,HAILAN HLDGS,1830000000.0,,金融,HKEX,房地产开发,0.91680956,25.53369611,3.73969159,,-1,-1,-1
1820,PM PACKAGING,1824840000.0,,加工制造业,HKEX,容器/包装,0.81047653,20.61120543,12.00630395,,-1,-1,-1
1523,PLOVER BAY TECH,1822230000.0,,通讯,HKEX,专业电信,0.12550924,16.37596899,40.59242033,6.51804998,-1,-1,-1
1091,SOUTH MANGANESE,1817080000.0,,非能源矿业,HKEX,其他金属/矿物,1.79115964,,-16.45862981,,-1,-1,-1
367,CHUANG'S INT'L,1806350000.0,249.0,金融,HKEX,房地产开发,0.52606416,,-5.93839806,0.16262709,-1,-1,-1
882,TIANJIN DEV,1802250000.0,,公用事业,HKEX,供水,0.13786721,8.34575261,1.82842314,0.14698291,-1,-1,-1
64,GET NICE,1777940000.0,78.0,金融,HKEX,投资银行/经纪商,0.07015928,17.03703704,1.88287439,0.32520325,-1,-1,-1
1980,TIANGE,1771260000.0,487.0,科技服务,HKEX,互联网软件/服务,0.05298544,19.12798875,2.53514847,0.52514316,-1,-1,-1
2083,NATURE HOME,1763560000.0,5606.0,制造业,HKEX,建筑产品,0.84683857,81.01265823,0.81928199,0.64340037,-1,-1,-1
1745,LVJI TECH,1727110000.0,248.0,科技服务,HKEX,套装软件,0.00454308,,-10.67937896,1.27733276,-1,-1,-1
2488,LAUNCH TECH,1720220000.0,,电子科技,HKEX,电子生产设备,0.63370316,,-16.69219436,,-1,-1,-1
687,TYSAN HOLDINGS,1716680000.0,814.0,工业服务,HKEX,工程建设,0.05137856,,-5.58626874,1.19785795,-1,-1,-1
2878,SOLOMON SYSTECH,1716480000.0,341.0,电子科技,HKEX,半导体,0.01683693,18.80108992,20.38375089,3.48045397,-1,-1,-1
129,ASIA STANDARD,1715710000.0,,金融,HKEX,房地产开发,0.82383328,2.30373915,3.70534913,0.09412514,-1,-1,-1
8167,NEO TELEMEDIA,1713990000.0,,消费者服务,HKEX,电影/娱乐,1.87718956,,-10.21754791,,-1,-1,-1
2718,DONGZHENG AFC,1711720000.0,218.0,金融,HKEX,金融/租赁,0.50615147,29.96254682,1.22711546,0.35519405,-1,-1,-1
533,GOLDLION HOLD,1708880000.0,,非耐用消费品,HKEX,服装/鞋类,0.00237906,11.52317881,3.4311119,,-1,-1,-1
398,ORIENTAL WATCH,1705750000.0,560.0,配送服务,HKEX,批发分销商,0.19171419,20.64896755,4.59863667,0.95807465,-1,-1,-1
57,CHEN HSONG HOLD,1702440000.0,2200.0,制造业,HKEX,工业机械,0.03609726,12.82660333,4.86660886,0.6388718,-1,-1,-1
1022,FEIYU,1701640000.0,432.0,科技服务,HKEX,互联网软件/服务,0.14333376,,-4.00721697,2.59209803,-1,-1,-1
752,PICO FAR EAST,1696280000.0,2200.0,商业服务,HKEX,杂项商业服务,0.40278988,33.57843137,2.56472653,0.86623882,-1,-1,-1
1104,APAC RESOURCES,1694260000.0,14.0,金融,HKEX,金融集团,0.00058161,2.41655076,16.25955192,0.49311939,-1,-1,-1
815,CHI SILVER GP,1693540000.0,914.0,非能源矿业,HKEX,贵金属,0.08713921,6.64112388,8.20601559,0.50758696,-1,-1,-1
133,CHINA MERCHANTS,1681760000.0,,金融,HKEX,投资经理,0.0,2.41765943,12.56762328,0.2797066,-1,-1,-1
3616,EVER REACH GP,1680000000.0,,金融,HKEX,金融集团,0.39571463,5.19095291,20.62362965,,-1,-1,-1
3939,WANGUO MINING,1672560000.0,,非能源矿业,HKEX,其他金属/矿物,0.14099886,14.75529584,12.81301239,1.72143442,-1,-1,-1
1723,HK ASIA HLDGS,1664000000.0,46.0,配送服务,HKEX,批发分销商,0.12671233,67.31391586,15.74976332,12.27681865,-1,-1,-1
1068,YURUN FOOD,1658710000.0,10400.0,非耐用消费品,HKEX,食品：肉/鱼/乳制品,-2.18726563,,-2406.2910465,,-1,-1,-1
829,SHENGUAN HLDGS,1647540000.0,2530.0,非耐用消费品,HKEX,食品：特色/糖果,0.08868985,16.03773585,3.26717645,0.51682205,-1,-1,-1
431,G CHINA FIN,1640710000.0,188.0,配送服务,HKEX,批发分销商,0.53715702,,-83.86360059,4.70561998,-1,-1,-1
1673,HUAZHANG TECH,1640470000.0,,制造业,HKEX,工业机械,0.45905642,,-3.43809678,,-1,-1,-1
6836,TIANYUN INT'L,1638410000.0,,非耐用消费品,HKEX,食品：特色/糖果,0.17781177,9.76176641,15.31004181,1.36236468,-1,-1,-1
420,FOUNTAIN SET,1629290000.0,7600.0,加工制造业,HKEX,纺织品,0.11570067,19.0,2.51557338,0.47996767,-1,-1,-1
2002,SUNSHINE PAPER,1611190000.0,,加工制造业,HKEX,纸浆&纸,1.29533955,2.59929907,16.92651172,0.3944205,-1,-1,-1
1278,CHINANEWTOWN,1604830000.0,,金融,HKEX,房地产开发,0.42073583,,-6.12746083,,-1,-1,-1
592,BOSSINI INT'L,1602740000.0,1500.0,零售行业,HKEX,零售服装/鞋类,1.06939319,,-88.89570488,3.84160757,-1,-1,-1
3315,GOLDPAC GROUP,1601310000.0,,科技服务,HKEX,套装软件,0.06204794,9.80788675,7.09076349,0.68328625,-1,-1,-1
8172,LAJIN ENT,1578420000.0,58.0,其他,HKEX,其他,0.0057119,,-27.95924277,3.87516792,-1,-1,-1
113,DICKSON CONCEPT,1576810000.0,924.0,零售行业,HKEX,专业商店,0.62757847,2.38820228,24.37992299,0.5303415,-1,-1,-1
3337,ANTON OILFIELD,1563420000.0,4005.0,工业服务,HKEX,油田服务/设备,1.37655682,,-3.33184016,0.4862176,-1,-1,-1
2341,ECOGREEN,1534620000.0,650.0,加工制造业,HKEX,化学品：特种,0.84468729,3.3266129,16.16071695,0.48783613,-1,-1,-1
716,SINGAMAS CONT,1522660000.0,3397.0,加工制造业,HKEX,容器/包装,0.05686865,43.15068493,0.89038467,0.3946503,-1,-1,-1
6136,KANGDA ENV,1497820000.0,2448.0,工业服务,HKEX,环境服务,1.84637718,2.7810886,9.84656277,0.25683361,-1,-1,-1
271,ASIASEC PPT,1488800000.0,,金融,HKEX,房地产开发,0.0,,-1.2900643,,-1,-1,-1
538,AJISEN (CHINA),1484490000.0,,消费者服务,HKEX,餐厅,0.25358688,,-2.26658094,,-1,-1,-1
346,YANCHANG PETRO,1466800000.0,218.0,能源矿产,HKEX,炼油/市场营销,1.16355276,,-97.33021198,2.18579235,-1,-1,-1
240,BUILD KING HOLD,1465420000.0,,工业服务,HKEX,工程建设,0.34645887,3.32394366,31.95918509,0.92695151,-1,-1,-1
1255,TATA HEALTH,1459500000.0,,零售行业,HKEX,零售服装/鞋类,8.86515673,,-177.92735005,,-1,-1,-1
1533,ZHUANGYUAN PA,1416590000.0,1268.0,配送服务,HKEX,食品经销商,0.67496794,27.04485488,2.97359728,0.75057483,-1,-1,-1
1159,STARLIGHT CUL,1416530000.0,,加工制造业,HKEX,化学品：多元化,2.83569441,,-55.61817173,6.81647049,-1,-1,-1
1786,CRCCE,1413490000.0,2050.0,制造业,HKEX,工业机械,0.0,53.44827586,0.42005203,0.218681,-1,-1,-1
1101,HUARONG ENERGY,1413180000.0,,制造业,HKEX,卡车/建筑/农业机械,-0.42953066,0.86705202,,,-1,-1,-1
1263,PC PARTNER,1411490000.0,,电子科技,HKEX,计算机外围设备,1.09803149,6.60800862,20.90653907,1.2413393,-1,-1,-1
9936,XIMEI RESOURCES,1410000000.0,260.0,金融,HKEX,金融集团,0.51574664,16.93693694,16.16910021,2.27926307,-1,-1,-1
1762,WANKA ONLINE,1408930000.0,249.0,科技服务,HKEX,套装软件,0.17217008,17.49116608,5.86894015,0.87390982,-1,-1,-1
1240,CNQC INT'L,1396720000.0,2026.0,金融,HKEX,房地产开发,1.79639835,6.40542577,6.57323854,0.41021384,-1,-1,-1
355,CENTURY C INT'L,1393650000.0,1680.0,消费者服务,HKEX,酒店/度假村/游轮,1.14187284,,-6.68406479,0.16238857,-1,-1,-1
8005,YUXING INFOTECH,1393110000.0,,耐用消费品,HKEX,电子/电器,0.06848116,52.83018868,1.02394525,0.53408614,-1,-1,-1
8418,OPTIMA AUTO,1385500000.0,96.0,消费者服务,HKEX,其他消费者服务,0.69930454,,-6.7198765,21.60943922,-1,-1,-1
3390,TYCOON GROUP,1376000000.0,,配送服务,HKEX,医疗分销商,0.68282841,,-29.9938256,4.77512493,-1,-1,-1
6839,YUNNAN WATER,1372200000.0,7007.0,公用事业,HKEX,供水,3.95224818,5.13163766,4.67222142,0.22362621,-1,-1,-1
1601,ZGC TEC LEASING,1360000000.0,120.0,金融,HKEX,金融/租赁,2.55628127,7.39130435,9.48468381,0.5987321,-1,-1,-1
1771,SUNFONDA GP,1356000000.0,3217.0,零售行业,HKEX,专业商店,1.09923745,8.25721593,6.79294016,0.52990443,-1,-1,-1
361,SINO GOLF HOLD,1352330000.0,780.0,耐用消费品,HKEX,娱乐产品,0.66120995,,-6.9181221,4.68806347,-1,-1,-1
196,HONGHUA GROUP,1350200000.0,,工业服务,HKEX,油田服务/设备,1.18552529,24.51923077,1.12985024,,-1,-1,-1
202,EVERCHINA INT'L,1349460000.0,158.0,金融,HKEX,房地产开发,0.34320838,,-15.45196931,0.69145954,-1,-1,-1
295,KONG SUN HOLD,1346800000.0,,公用事业,HKEX,可替代发电,1.43349229,,-12.41611967,0.24582104,-1,-1,-1
3389,HENGDELI,1339440000.0,,零售行业,HKEX,专业商店,0.01848474,,-10.43203523,0.35042635,-1,-1,-1
1612,VINCENT MED,1337370000.0,,健康科技,HKEX,医学专业,0.13994372,6.15800541,44.99236521,2.18087426,-1,-1,-1
2660,ZENGAME,1332850000.0,235.0,科技服务,HKEX,套装软件,0.00593392,5.38651316,30.73263418,1.41118173,-1,-1,-1
2623,ADD NEW ENERGY,1323250000.0,,非能源矿业,HKEX,钢铁,0.58427625,19.53125,19.97762326,3.40738722,-1,-1,-1
1982,NAMESON HLDGS,1322050000.0,15500.0,非耐用消费品,HKEX,服装/鞋类,0.80955135,10.60329068,5.67725414,0.66974596,-1,-1,-1
184,KECK SENG INV,1313170000.0,1435.0,消费者服务,HKEX,酒店/度假村/游轮,0.40050422,,-16.54499013,0.42340253,-1,-1,-1
393,GLORIOUS SUN,1296410000.0,481.0,零售行业,HKEX,零售服装/鞋类,0.02109844,14.2614601,3.53463783,0.49791646,-1,-1,-1
18,ORIENTAL PRESS,1294880000.0,1197.0,消费者服务,HKEX,出版：报纸,0.00359965,32.53012048,2.18387032,0.74264574,-1,-1,-1
476,CH DYNAMICS,1292520000.0,140.0,耐用消费品,HKEX,机动车,0.00243039,,-5.06117902,0.40336222,-1,-1,-1
1010,PACRAY INT'L,1277350000.0,,电子科技,HKEX,半导体,0.05300785,,-5.39312389,11.90599441,-1,-1,-1
1731,PROSPEROUS IND,1276800000.0,,非耐用消费品,HKEX,服装/鞋类,0.05457684,55.07246377,2.13953612,1.13715711,-1,-1,-1
450,HUNG HING PRINT,1275210000.0,6612.0,加工制造业,HKEX,纸浆&纸,0.03849135,11.70124481,3.40913537,0.39385805,-1,-1,-1
6928,TOMO HOLDINGS,1273500000.0,,配送服务,HKEX,批发分销商,0.00185147,1230.43478261,0.67252714,8.48499385,-1,-1,-1
1372,C CARBONNEUTRAL,1273330000.0,,工业服务,HKEX,工程建设,-0.66390595,6.4120866,,,-1,-1,-1
1051,G-RESOURCES,1271290000.0,64.0,非能源矿业,HKEX,贵金属,3.437e-05,2.23809524,4.76350218,0.10434474,-1,-1,-1
907,ELEGANCEOPTICAL,1265650000.0,,电子科技,HKEX,电子元器件,0.20189701,,-31.33155946,3.83405167,-1,-1,-1
757,SOLARGIGA,1263030000.0,,制造业,HKEX,电子设备,7.43811398,,-75.03592383,,-1,-1,-1
838,EVA HOLDINGS,1253520000.0,10769.0,制造业,HKEX,汽车零件：OEM,0.76374032,,-0.59063109,0.4801747,-1,-1,-1
97,HENDERSON INV,1234170000.0,,零售行业,HKEX,百货公司,0.5003712,9.71223022,9.63946869,,-1,-1,-1
8156,SINOPHARM TECH,1216710000.0,,消费者服务,HKEX,媒体集团,-1.52799503,,,,-1,-1,-1
560,CHU KONG SHIP,1210860000.0,2243.0,运输,HKEX,海运,0.07609759,24.32432432,1.54924668,0.36898478,-1,-1,-1
1733,E-COMMODITIES,1210750000.0,,能源矿产,HKEX,煤炭,0.52945314,2.62123198,12.86462641,0.30833507,-1,-1,-1
232,AVIC INT'L,1200140000.0,,电子科技,HKEX,航空航天 & 国防,0.19949792,,-23.5750021,,-1,-1,-1
214,ASIA ORIENT,1194040000.0,340.0,金融,HKEX,金融集团,0.70616998,2.02509983,4.38395353,0.0976347,-1,-1,-1
1290,CHINA HUIRONG,1185670000.0,,金融,HKEX,金融/租赁,0.26744865,473.91304348,0.12141331,0.5611239,-1,-1,-1
306,KWOON CHUNG BUS,1182410000.0,4000.0,运输,HKEX,其他运输,0.92053148,,-2.23277339,0.54718234,-1,-1,-1
8158,CRMI,1170260000.0,172.0,商业服务,HKEX,杂项商业服务,-0.41519492,,-337.99170608,20.12763868,-1,-1,-1
1815,CSMALL,1163610000.0,,零售行业,HKEX,专业商店,0.01437848,,-2.45375258,,-1,-1,-1
1265,TIANJINJINRAN,1158760000.0,,工业服务,HKEX,石油和天然气管道,0.0,,-0.76793862,,-1,-1,-1
2011,CHINA APEX GP,1157360000.0,,制造业,HKEX,杂项制造,0.37083697,,-25.45627222,7.62050497,-1,-1,-1
702,SINO OIL & GAS,1154180000.0,299.0,工业服务,HKEX,钻井承包,0.79647177,,-6.93091167,0.43150891,-1,-1,-1
1222,WANG ON GROUP,1152650000.0,2037.0,金融,HKEX,房地产开发,0.72557561,,-0.61736844,0.20556472,-1,-1,-1
887,EMPEROR WATCH&J,1152510000.0,865.0,其他,HKEX,其他,0.23291086,34.0,0.75354586,0.25334943,-1,-1,-1
764,ETERNITY INV,1145880000.0,65.0,消费者服务,HKEX,电影/娱乐,0.40291291,,-5.87815529,0.48376953,-1,-1,-1
1741,RI YING HLDGS,1144000000.0,85.0,工业服务,HKEX,工程建设,0.03742903,110.85271318,5.19023033,5.61996463,-1,-1,-1
1180,PARADISE ENT,1136370000.0,,消费者服务,HKEX,博彩,0.37886859,,-41.06612303,,-1,-1,-1
6033,TELECOM DIGIT,1130510000.0,641.0,通讯,HKEX,专业电信,0.52502883,10.54216867,29.70529331,3.1509177,-1,-1,-1
250,SINO-I TECH,1129470000.0,,科技服务,HKEX,IT服务,0.05487704,9.81132075,7.41155904,0.7256489,-1,-1,-1
1748,XIN YUAN ENT,1100000000.0,,运输,HKEX,海运,0.7450443,15.71338781,7.65310786,1.18907761,-1,-1,-1
2012,SUNSHINE OIL,1095660000.0,52.0,能源矿产,HKEX,石油和天然气生产,1.91250946,,-38.4306814,0.54567149,-1,-1,-1
936,EAGLE LEGEND,1081200000.0,,金融,HKEX,金融/租赁,1.81789968,,-34.77293739,8.52628939,-1,-1,-1
935,DRAGON CROWN,1074150000.0,339.0,运输,HKEX,其他运输,0.15636704,12.79069767,7.72361895,0.94052263,-1,-1,-1
3838,CHINA STARCH,1072950000.0,,加工制造业,HKEX,农副产品,0.04082437,5.02808989,6.38218565,,-1,-1,-1
842,LEOCH INT'L,1072700000.0,14553.0,制造业,HKEX,电子设备,0.69248804,7.63285024,3.83582814,0.27923186,-1,-1,-1
677,GOLDEN RES DEV,1069369999.9999998,4416.0,配送服务,HKEX,食品经销商,0.22984821,,-1.39655662,0.91844768,-1,-1,-1
298,CHUANG'S CHINA,1068720000.0,112.0,金融,HKEX,房地产开发,0.37371121,5.09518477,5.00868763,0.28350676,-1,-1,-1
2286,CHEN XING,1062000000.0,,金融,HKEX,房地产开发,1.7028189,4.52917093,15.05934916,,-1,-1,-1
695,DONGWU CEMENT,1059839999.9999998,,非能源矿业,HKEX,建筑材料,0.12929067,18.60465116,9.38818941,1.67485192,-1,-1,-1
755,SHANGHAI ZENDAI,1056440000.0,,金融,HKEX,房地产开发,13.1698892,,-119.97729261,,-1,-1,-1
334,CH DISPLAY OPT,1048359999.9999998,7197.0,电子科技,HKEX,计算机处理硬件,0.32092167,32.25806452,4.48323502,1.38358515,-1,-1,-1
187,JINGCHENG MAC,1028200000.0,1385.0,制造业,HKEX,工业机械,0.22479413,5.69280344,30.64224947,1.23980958,-1,-1,-1
718,TAI UNITED HOLD,1023750000.0,,金融,HKEX,投资经理,0.1137117,,-1.28440952,0.48655123,-1,-1,-1
216,CHINNEY INV,1014520000.0,340.0,金融,HKEX,房地产开发,0.54990695,,-1.63764166,0.13137452,-1,-1,-1
1084,GF HYDROCOLLOID,1012330000.0,1014.0,非耐用消费品,HKEX,食品：多元化,0.62332315,,16.83175104,1.41355646,-1,-1,-1
1865,PIPELINE ENG,1012000000.0,282.0,工业服务,HKEX,工程建设,0.48428205,,-4.60385632,4.99886389,-1,-1,-1
720,AUTO ITALIA,1010870000.0,,配送服务,HKEX,批发分销商,0.22238074,,-20.70931948,,-1,-1,-1
8057,MADISON HLDG,1009470000.0,145.0,配送服务,HKEX,食品经销商,1.82685769,35.2173913,1063.49066959,26.2987013,-1,-1,-1
573,TAO HEUNG HLDGS,1006190000.0,6005.0,消费者服务,HKEX,餐厅,0.63105492,,-3.6482024,0.64013449,-1,-1,-1
2187,ZHIXIN GP HLDG,1002320000.0,603.0,金融,HKEX,金融集团,2.63237668,,50.44684704,0.0001148,-1,-1,-1
6822,KING'S FLAIR,1001000000.0,190.0,制造业,HKEX,杂项制造,0.09676987,8.77300613,17.18395315,1.6235425,-1,-1,-1
1861,PRECIOUS DRAGON,987130000.0,,非耐用消费品,HKEX,家庭/个人护理,0.3047217,18.54130053,21.20950979,,-1,-1,-1
1207,SRE GROUP,987106000.0,,金融,HKEX,房地产开发,1.0320578,,-19.51121897,,-1,-1,-1
1978,LH GROUP,984000000.0,,消费者服务,HKEX,餐厅,0.456229,7.01254276,40.74126763,2.37337192,-1,-1,-1
1181,TANG PALACE,968427000.0,3800.0,消费者服务,HKEX,餐厅,0.78990303,125.0,1.59733364,1.96270854,-1,-1,-1
1028,C.BANNER,965805000.0,5876.0,非耐用消费品,HKEX,服装/鞋类,0.05422677,122.36842105,0.52614767,0.6180634,-1,-1,-1
6833,SINCO PHARMA,964377000.0,107.0,配送服务,HKEX,医疗分销商,0.49949218,7.20606827,107.90539298,4.91973071,-1,-1,-1
531,SAMSON HOLDING,963316000.0,,耐用消费品,HKEX,家居装修,0.61729801,,-4.55886814,,-1,-1,-1
8026,CB GLOBAL,961778000.0,34.0,金融,HKEX,金融集团,0.0474128,,-38.01208385,10.8249959,-1,-1,-1
505,XINGYE ALLOY,959650000.0,,制造业,HKEX,金属加工,0.74841782,5.69773056,12.65646858,,-1,-1,-1
1856,ERNEST BOREL,955452000.0,,耐用消费品,HKEX,其他消费特产,0.24374358,,0.90805825,,-1,-1,-1
3999,DACHAN FOOD,955219000.0,,非耐用消费品,HKEX,食品：肉/鱼/乳制品,0.4258154,3.76301041,12.37960344,,-1,-1,-1
6899,OURGAME,945550000.0,148.0,商业服务,HKEX,杂项商业服务,0.17044379,,-50.15253364,3.309797,-1,-1,-1
8402,GT STEEL GROUP,940800000.0,,工业服务,HKEX,工程建设,0.28280437,,-11.22689671,5.84307179,-1,-1,-1
582,LANDING INTL,933298000.0,,电子科技,HKEX,半导体,0.24361695,,-18.94196078,0.08933959,-1,-1,-1
2000,SIM TECH,933207000.0,1149.0,电子科技,HKEX,电信设备,0.03251554,,-1.72564343,0.43762949,-1,-1,-1
536,TRADELINK,921775000.0,,科技服务,HKEX,IT服务,0.00942427,12.66375546,19.27828254,2.39842862,-1,-1,-1
1472,SANG HING HLDGS,920000000.0,,工业服务,HKEX,工程建设,0.00380873,,,3.17921073,-1,-1,-1
1165,SFCE,896828000.0,1045.0,制造业,HKEX,电子设备,99.82221767,,,,-1,-1,-1
3860,SPEED APPAREL,890000000.0,57.0,运输,HKEX,空运/快递,0.02363341,105.32544379,6.66385292,7.033905,-1,-1,-1
418,FOUNDER HOLD,887813000.0,,科技服务,HKEX,IT服务,0.00206643,16.48106904,5.4232373,,-1,-1,-1
738,LE SAUNDA,882369000.0,,非耐用消费品,HKEX,服装/鞋类,0.02669486,6.9637883,11.21679366,,-1,-1,-1
33,AMBER HILL FIN,875709000.0,27.0,金融,HKEX,投资银行/经纪商,-1.35958588,,-707.83275186,,-1,-1,-1
