商品代码,说明,市场价值,员工数量,部门,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),RSI(14),accums,currents
300351,永贵电器,3395230481.0,2425.0,电子科技,SZSE,电子元器件,0.02747705,31.65236052,5.47622243,1.71054819,59.54029683,4,1
300825,阿尔特,9087234570.0,1637.0,耐用消费品,SZSE,机动车,0.14678525,70.26707634,8.94905751,6.17448048,59.54155546,5,2
603429,集友股份,12890816094.0,951.0,加工制造业,SSE,容器/包装,0.09537009,132.01067531,8.16296056,10.91007637,59.5420017,10,2
300223,北京君正,48726754341.0,857.0,电子科技,SZSE,半导体,0.00217408,269.1012691,3.78104922,5.94609938,59.54361992,4,12
300323,华灿光电,14151097707.0,3369.0,电子科技,SZSE,半导体,0.45850016,197.06390328,1.11867663,2.243206,59.56038388,3,0
300135,宝利国际,2405376059.0,401.0,非能源矿业,SZSE,其他金属/矿物,0.89801356,966.66666667,0.2015904,1.91880725,59.56382752,6,5
600469,风神股份,3696392925.0,6296.0,耐用消费品,SSE,汽车售后,1.06568585,14.07982262,8.26111975,0.98202014,59.56631843,17,-2
600255,鑫科材料,3831536873.0,1041.0,制造业,SSE,电子设备,0.83151613,,5.51847022,3.1932118,59.57101778,6,2
688183,生益电子,12410771875.0,4911.0,电子科技,SSE,电子元器件,0.39767888,,23.97645054,6.39147347,59.57872085,2,5
603586,金麒麟,2589621979.0,3006.0,制造业,SSE,汽车零件：OEM,0.09742292,22.88732394,5.31565264,1.22079368,59.57998253,5,-3
002396,星网锐捷,12762171893.0,9520.0,电子科技,SZSE,计算机通讯,0.42099724,24.32191974,12.48923098,3.04626749,59.58117321,4,0
688199,久日新材,4728037211.0,1004.0,加工制造业,SSE,特种工业品,0.2085793,31.44750182,5.7369025,1.80686874,59.58513387,2,5
600183,生益科技,55062112425.0,10818.0,电子科技,SSE,电子元器件,0.32291719,30.10146687,18.30994963,5.56658497,59.58819784,7,-2
688288,鸿泉物联,4551600521.0,553.0,科技服务,SSE,套装软件,0.06309344,46.12099746,10.93550203,4.94639778,59.59370828,8,5
688595,芯海科技,8918000031.0,259.0,电子科技,SSE,电子生产设备,0.08900506,127.54576659,12.24643347,10.3911781,59.59654838,9,9
002615,哈尔斯,1937344045.0,4153.0,加工制造业,SZSE,容器/包装,0.98136682,97.15447154,2.345744,2.39406992,59.60159587,4,4
688198,佰仁医疗,20945279297.0,251.0,健康科技,SSE,医学专业,0.00265804,371.18065669,6.85606336,25.01834579,59.60602032,2,-3
300666,江丰电子,10910275475.0,1067.0,电子科技,SZSE,半导体,1.08169403,73.89386955,16.41032484,10.12546367,59.62024809,4,4
300378,鼎捷软件,5975861368.0,3886.0,科技服务,SZSE,IT服务,0.25903293,38.62587592,10.9536674,3.92655603,59.63429431,4,-1
688569,铁科轨道,3869947498.0,512.0,制造业,SSE,卡车/建筑/农业机械,0.00116251,25.50680505,9.61539966,1.77588823,59.65026378,3,-9
300098,高新兴,10988863713.0,3274.0,电子科技,SZSE,电子元器件,0.2549619,,-28.72967787,3.29462284,59.65255017,3,1
000606,ST顺利,1799628464.0,1602.0,加工制造业,SZSE,化学品：多元化,0.19291945,,-112.17742304,4.38604677,59.65323604,4,3
600888,新疆众和,7536427155.0,2678.0,非能源矿业,SSE,铝业,1.12777157,14.98176133,9.13598968,1.33109863,59.65544081,8,-1
300581,晨曦航空,10218002140.0,440.0,电子科技,SZSE,航空航天 & 国防,0.02692528,138.40033082,10.76426823,14.26087214,59.67737559,2,-4
688686,奥普特,35149480377.0,1334.0,制造业,SSE,工业机械,0.00170038,,17.10087112,15.33535116,59.67872216,2,-1
300069,金利华电,2423069893.0,241.0,制造业,SZSE,电子设备,0.45005473,,-15.36631139,8.01061339,59.68171127,3,2
300389,艾比森,2768814787.0,2071.0,电子科技,SZSE,电子生产设备,0.23418724,,-10.32857122,2.32095404,59.69688382,4,4
300092,科新机电,2091339037.0000005,667.0,制造业,SZSE,工业机械,0.10281851,23.24324324,13.87112263,3.18715256,59.69752426,8,1
300128,锦富技术,4321756192.0,1548.0,电子科技,SZSE,电子生产设备,0.58937219,158.63453815,2.27599945,3.53562478,59.70898538,5,1
002667,鞍重股份,3506272515.0,398.0,制造业,SZSE,卡车/建筑/农业机械,0.00213574,592.578125,0.76307896,4.49764,59.71854648,3,2
000819,岳阳兴长,1917552980.0,630.0,加工制造业,SZSE,化学品：特种,0.01158878,39.83840895,5.90681529,2.26856882,59.72690192,2,3
002700,ST浩源,1695061171.0,496.0,公用事业,SZSE,燃气经销商,0.00021267,,-20.2753658,2.02527383,59.72974053,9,3
600728,佳都科技,12560218871.0,2430.0,电子科技,SSE,计算机处理硬件,0.3390241,82.05417607,2.88525704,2.29034809,59.73237618,4,3
002121,科陆电子,6337571045.0,3454.0,制造业,SZSE,电子设备,2.89274721,47.97441365,9.86491397,4.42490929,59.74272631,2,-1
603239,浙江仙通,4569753393.0,1786.0,制造业,SSE,汽车零件：OEM,0.05112888,36.93654048,12.09735941,4.7207801,59.75231558,9,2
900937,华电B股,4159204780.4598,9682.0,公用事业,SSE,发电厂,21.71969274,,-103.50221563,3.24967083,59.77167069,0,0
002057,中钢天源,5208390468.0,988.0,加工制造业,SZSE,化学品：特种,0.3558695,21.43076451,8.82283871,2.50410774,59.78465061,13,-1
000155,川能动力,18237199564.0,251.0,加工制造业,SZSE,化学品：农业,0.78525977,114.69648562,4.34207985,4.94790231,59.79160601,9,1
002309,中利集团,5195850841.0,6554.0,制造业,SZSE,电子设备,1.21994465,,-38.24972333,0.92367156,59.80658901,15,1
300466,赛摩智能,3250666629.0,1046.0,制造业,SZSE,卡车/建筑/农业机械,0.11303769,85.97733711,4.46599666,3.80273396,59.81385965,4,5
002963,豪尔赛,2377190708.0,467.0,制造业,SZSE,电子设备,0.11015651,49.74826935,2.87597239,1.43501975,59.81657029,3,0
601567,三星医疗,26857844472.0,5840.0,制造业,SSE,电子设备,0.34701892,29.18047755,10.87988165,3.11550046,59.84501057,3,6
603617,君禾股份,2018736964.0,987.0,制造业,SSE,工业机械,0.59990332,17.98586572,15.95910421,2.80233877,59.846013,3,-1
688656,浩欧博,4962690121.0,345.0,健康科技,SSE,医学专业,0.04392567,,31.80553528,24.0455114,59.85712404,11,4
603626,科森科技,4642613122.0,7030.0,制造业,SSE,金属加工,1.05752432,,-0.1651402,2.22000401,59.85933672,6,2
300080,易成新能,10863547254.0,4416.0,加工制造业,SZSE,化学品：多元化,0.45926322,,-1.11124742,2.24592442,59.86223277,6,5
300340,科恒股份,3324307690.0,1460.0,加工制造业,SZSE,化学品：特种,1.35890873,,-69.98989528,4.79278177,59.86321455,3,3
601311,骆驼股份,12820672306.0,6907.0,制造业,SSE,电子设备,0.36171424,13.69732938,13.12218025,1.72517925,59.8718609,7,2
300508,维宏股份,2553718166.0,486.0,制造业,SZSE,工业机械,0.0,34.50436064,13.67390237,4.5654679,59.88182601,14,3
200761,本钢板Ｂ,15513941059.62658,16745.0,非能源矿业,SZSE,钢铁,1.43095077,8.40163947,4.46998267,0.35591737,59.88221956,5,-1
688002,睿创微纳,45888401222.0,1297.0,电子科技,SSE,航空航天 & 国防,0.01973351,74.1763775,22.64005957,15.66811314,59.88664465,4,2
600234,山水文化,2779582009.0,206.0,金融,SSE,房地产开发,0.25971708,47.59098787,55.48789661,21.41598166,59.88696072,5,4
002021,ST中捷,1554462037.0,1060.0,制造业,SZSE,工业机械,0.09513164,,-9.26440339,2.46582218,59.89413387,4,7
605111,新洁能,23985005009.0,219.0,电子科技,SSE,半导体,0.06540092,,16.09560951,14.76958263,59.89472344,11,7
002198,嘉应制药,5257801946.0,764.0,健康科技,SZSE,药品:专业,0.02193599,202.73972603,3.82538724,7.69802348,59.90106021,10,11
600433,冠豪高新,6933515684.0,1545.0,加工制造业,SSE,纸浆&纸,0.22939427,37.9076087,6.6260943,2.47164036,59.90299474,9,3
002066,瑞泰科技,2323860097.0,2862.0,加工制造业,SZSE,特种工业品,1.5197531,45.05150022,11.01650331,4.89045098,59.90801628,8,-3
300957,贝泰妮,113143564216.0,,非耐用消费品,SZSE,家庭/个人护理,0.01194781,208.1677266,55.59326984,94.36462334,59.93747088,3,4
600765,中航重机,22071806975.0,7165.0,制造业,SSE,金属加工,0.70871142,52.08487787,5.8909407,2.93643897,59.94064103,5,6
603722,阿科力,4179806773.000001,210.0,加工制造业,SSE,化学品：多元化,0.20249834,67.13549506,10.74700299,7.20092831,59.94232283,3,4
300342,天银机电,5839982530.0,1215.0,电子科技,SZSE,电子元器件,0.07061196,45.12315271,8.76358032,3.89127098,59.95686244,6,3
688186,广大特材,6095952389.0,1235.0,非能源矿业,SSE,其他金属/矿物,0.94090477,28.85560652,12.08530277,3.48759608,59.95718879,8,4
000553,安道麦A,20621840232.465206,7768.0,加工制造业,SZSE,化学品：特种,0.68446335,42.37832874,2.34346665,1.00704385,59.95869014,4,-2
600129,太极集团,11193504229.0,12782.0,健康科技,SSE,药品:专业,2.05663525,91.86471664,3.80311279,3.45854648,59.96527708,3,3
300250,初灵信息,2565355657.0,849.0,电子科技,SZSE,电信设备,0.0131351,,-42.06692309,3.70938459,59.98440408,2,6
300780,德恩精工,2205916767.0,1439.0,制造业,SZSE,电子设备,0.12627706,23.79370353,9.01353318,2.09003551,59.99048905,5,0
000520,长航凤凰,3380358586.0,272.0,加工制造业,SZSE,化学品：特种,0.07030989,221.19205298,3.64923976,8.03154908,60.00215179,2,2
002226,江南化工,8882757518.0,4579.0,加工制造业,SZSE,特种工业品,0.55609919,16.00504096,8.9242883,1.40152236,60.00250744,9,1
002903,宇环数控,2108919444.0,395.0,制造业,SZSE,工业机械,0.1511909,28.99958661,11.33641633,3.21594264,60.00611469,17,0
601616,广电电气,3106108978.0,973.0,制造业,SSE,电子设备,0.03765553,38.73978996,3.200561,1.17926204,60.0167353,11,0
002575,*ST群兴,2867066190.0,81.0,耐用消费品,SZSE,娱乐产品,0.0,58.04529201,6.55841488,3.56283242,60.02810332,3,3
002637,赞宇科技,7512304111.0,2414.0,加工制造业,SZSE,化学品：特种,0.63060584,16.40978216,13.75288395,2.31158485,60.03296609,7,4
002845,同兴达,5815379952.0,10252.0,电子科技,SZSE,电子生产设备,1.45132861,16.11796982,18.40820781,2.55361101,60.03567804,5,0
300078,思创医惠,6530493351.0,2304.0,电子科技,SZSE,电子设备/仪器,0.53816585,57.48865356,3.70876339,2.2167969,60.06851701,4,2
601958,金钼股份,21198790464.0,5216.0,非能源矿业,SSE,其他金属/矿物,0.00772361,119.23774955,1.38944829,1.72490745,60.08869765,8,4
002469,三维化学,3406528702.0,809.0,加工制造业,SZSE,化学品：特种,0.05042471,6.54287139,24.14142726,1.57429786,60.08947108,6,-6
300160,秀强股份,4559803933.0,1994.0,加工制造业,SZSE,特种工业品,0.31779378,42.53318584,10.35430027,4.52267808,60.10519928,7,1
002449,国星光电,6302282132.0,4035.0,电子科技,SZSE,电子元器件,0.2920512,64.82188295,2.65676557,1.76065768,60.10881973,4,0
600139,ST西源,1548823720.0,81.0,非能源矿业,SSE,其他金属/矿物,1.6943058,,-99.23977423,10.08359907,60.11306012,2,7
300706,阿石创,3800361512.0,387.0,加工制造业,SZSE,特种工业品,0.89390196,446.60033167,1.92513904,8.57982133,60.12964268,7,-3
300408,三环集团,75637798965.0,10761.0,电子科技,SZSE,电子元器件,0.00819408,42.33702939,18.31724927,6.99481664,60.14084656,5,3
300196,长海股份,7078789271.0,2130.0,制造业,SZSE,杂项制造,0.17858776,22.07494265,11.06192346,2.38903472,60.14212612,8,0
300782,卓胜微,164645608481.0,276.0,电子科技,SZSE,半导体,0.00054505,114.29630204,35.37858009,60.12590506,60.15064896,5,8
300800,力合科技,4852027279.0,1039.0,电子科技,SZSE,电子设备/仪器,0.00371287,12.22902922,15.26148223,1.76552681,60.16564996,6,4
002475,立讯精密,319408496380.0,172410.0,电子科技,SZSE,电子元器件,0.67147661,42.79789027,29.74406936,11.30849831,60.16670543,4,7
002962,五方光电,4148443943.0,1326.0,电子科技,SZSE,半导体,0.0369781,22.8493764,8.86122025,1.99606375,60.17977189,4,2
300930,屹通新材,2509000015.0,179.0,科技服务,SZSE,套装软件,0.0,,19.9120331,7.13353558,60.18165545,9,-1
600745,闻泰科技,122971452400.0,25096.0,电子科技,SSE,电信设备,0.50489135,47.98455322,9.43903486,4.23121513,60.21545291,12,0
002171,楚江新材,11269289138.0,6422.0,非能源矿业,SZSE,其他金属/矿物,0.77584027,23.05254819,8.72336557,1.95467308,60.21860083,4,5
300395,菲利华,15694344248.0,1392.0,电子科技,SZSE,半导体,0.06218146,52.8387746,14.4601998,7.54321006,60.22230769,4,3
000413,东旭光电,11703303277.249264,4557.0,电子科技,SZSE,电子元器件,0.75749837,,-12.23740438,0.43206725,60.22484664,4,3
000887,中鼎股份,13747960905.0,19749.0,制造业,SZSE,卡车/建筑/农业机械,0.69950801,24.73305731,6.3427005,1.53165809,60.23239206,4,6
200541,粤照明Ｂ,7020145268.907283,7916.0,制造业,SZSE,电子设备,0.11107118,12.06084803,6.09379612,0.60223926,60.23337536,6,0
200429,粤高速Ｂ,14110031849.439754,,运输,SZSE,其他运输,0.72890613,7.17598261,15.18500816,1.18415386,60.23613808,9,0
300115,长盈精密,24320811127.0,24298.0,电子科技,SZSE,电信设备,0.77281485,34.86570248,11.73790109,3.60869294,60.23640984,11,0
600599,ST熊猫,1228400016.0,73.0,加工制造业,SSE,化学品：多元化,0.13818432,17.76284205,11.20318702,1.96511653,60.24746299,8,8
300317,珈伟新能,5893629781.0,578.0,制造业,SZSE,电子设备,0.11346729,110.85271318,2.77715084,3.02704442,60.25073402,6,4
300169,天晟新材,2477480987.0,779.0,加工制造业,SZSE,特种工业品,0.94862081,,-36.14195696,4.0022539,60.25442923,7,4
002408,齐翔腾达,23772486181.0,2467.0,加工制造业,SZSE,化学品：特种,0.64318103,15.57066283,15.67531627,2.31838356,60.26338716,12,8
000806,ST银河,3684704235.0,2009.0,电子科技,SZSE,电子生产设备,3.33733433,56.77966102,45.61808997,55.07151077,60.28653003,5,8
001205,盛航股份,3843722427.0,430.0,运输,SZSE,海运,0.30453544,,16.39261628,5.2080446,60.29587359,3,3
605222,起帆电缆,8359377710.000001,3048.0,制造业,SSE,电子设备,0.86088392,,18.95616957,2.94378768,60.29672004,3,0
002430,杭氧股份,31590773132.0,4453.0,制造业,SZSE,工业机械,0.33839234,31.2440374,16.07358245,4.97177852,60.30349684,5,3
601717,郑煤机,20669562811.867065,17415.0,制造业,SSE,工业机械,0.6908341,15.05979073,10.69226083,1.60333132,60.30875218,11,3
002618,*ST丹邦,1599926392.0,585.0,电子科技,SZSE,电子元器件,0.5416495,,-66.21794087,1.74781224,60.31420919,4,8
300556,丝路视觉,2192538019.0,2527.0,科技服务,SZSE,IT服务,0.26181606,33.06423909,11.65013539,3.58441626,60.31546406,4,6
300507,苏奥传感,4042600110.0,524.0,电子科技,SZSE,电子设备/仪器,0.08140831,26.84791844,9.98427355,2.62833949,60.31551028,6,7
600711,盛屯矿业,20417936126.0,7107.0,非能源矿业,SSE,其他金属/矿物,0.57201853,37.2423945,4.8618544,1.87589439,60.31769522,9,-2
300187,永清环保,4543726414.0,837.0,工业服务,SZSE,工程建设,0.76530278,125.0,2.40068643,3.14657693,60.33954456,10,-1
002539,云图控股,8874565266.0,10140.0,加工制造业,SZSE,化学品：农业,1.42155616,14.46601942,18.01278069,2.58165122,60.34970633,9,0
601838,成都银行,47826208568.0,6461.0,金融,SSE,地区银行,4.21721758,7.61532267,15.94210757,1.1946418,60.36668402,9,7
300716,国立科技,1564995599.0,4692.0,加工制造业,SZSE,化学品：特种,1.63372817,,-40.53682633,3.05550522,60.38830621,3,3
300977,深圳瑞捷,4583039587.0,1919.0,商业服务,SZSE,杂项商业服务,0.02347186,35.9230956,37.51075189,12.18044146,60.40017291,2,-2
000830,鲁西化工,36410580299.0,12511.0,加工制造业,SZSE,化学品：农业,0.70125443,17.79101238,13.63090133,2.55318708,60.40716062,7,7
605366,宏柏新材,4040440025.0,1057.0,加工制造业,SSE,化学品：多元化,0.05486332,,9.84491557,2.40038027,60.41203387,10,1
688188,柏楚电子,42525255991.0,296.0,科技服务,SSE,套装软件,0.00168713,97.22311167,18.61161953,17.00873443,60.43336375,5,11
300412,迦南科技,2448781304.0,1477.0,健康科技,SZSE,医学专业,0.15917007,33.80682173,8.74772951,2.92262146,60.44182785,3,2
605300,佳禾食品,10820270459.0,,非耐用消费品,SSE,食品：特色/糖果,0.0298643,,16.73991281,7.69202304,60.4435203,5,3
603978,深圳新星,3033569017.0,525.0,非能源矿业,SSE,其他金属/矿物,0.42808147,106.92957746,1.77527796,1.99510159,60.44427439,9,0
605378,野马电池,5933629837.0,884.0,制造业,SSE,电子设备,0.06573076,,21.72207415,10.16759394,60.44610177,5,4
002386,天原股份,8011592944.0,4187.0,加工制造业,SZSE,化学品：特种,1.37505872,31.39534884,5.04390352,1.5874121,60.47815913,3,3
002340,格林美,46687180314.0,5129.0,配送服务,SZSE,批发分销商,1.0010623,79.22077922,4.78747438,3.50776308,60.52543632,3,2
603960,克来机电,8686842262.0,701.0,制造业,SSE,工业机械,0.01488225,70.44012061,15.2483485,9.07863725,60.54882666,2,-1
300344,立方数科,2927253443.0,269.0,科技服务,SZSE,套装软件,1.78014624,,-156.02385535,55.98726711,60.55312853,9,3
300533,冰川网络,3250021900.0,916.0,科技服务,SZSE,套装软件,0.00559408,91.22732602,2.05843178,1.88730437,60.56677614,2,3
603045,福达合金,1638886487.0,1387.0,非能源矿业,SSE,其他金属/矿物,1.24070231,26.63438257,7.55556934,1.99057356,60.56833808,4,3
600774,汉商集团,3429184173.0,1376.0,零售行业,SSE,百货公司,1.19910878,36.01048618,14.54980251,5.17643028,60.58026997,9,5
603332,苏州龙杰,2163482348.0,1209.0,加工制造业,SSE,纺织品,0.05146171,45.33898554,3.50775944,1.61890361,60.58147817,6,3
002218,拓日新能,6515523176.0,1226.0,制造业,SZSE,电子设备,0.83668624,40.13709063,5.24081197,2.10601192,60.60921503,2,-3
000049,德赛电池,13630236595.0,9833.0,金融,SZSE,房地产开发,0.53490021,12.41259662,29.02954476,3.32208074,60.63111211,7,1
603518,锦泓集团,6806176928.0,2365.0,非耐用消费品,SSE,服装/鞋类,1.45469024,,-23.44160641,3.1038548,60.63215604,3,6
002729,好利来,3270653964.0,600.0,制造业,SZSE,电子设备,0.0433977,221.54471093,3.39192543,7.86452163,60.64952504,11,2
300484,蓝海华腾,3260100138.0,366.0,制造业,SZSE,电子设备,0.29583895,64.45536446,8.66728327,5.4327942,60.66994964,2,-1
605003,众望布艺,2727999916.0,654.0,加工制造业,SSE,纺织品,0.04141445,,21.21775935,2.77643734,60.67066021,4,3
002806,华锋股份,1960398096.0,608.0,非能源矿业,SZSE,铝业,0.40818335,,-25.74589237,1.82279125,60.69697715,6,2
002406,远东传动,4106895064.999999,2097.0,制造业,SZSE,电子设备,0.12872417,11.56618035,11.21615475,1.22419743,60.72275326,2,2
300456,赛微电子,20081200156.0,603.0,电子科技,SZSE,航空航天 & 国防,0.19353149,88.01120448,7.87593692,6.51384763,60.73174869,6,9
002208,合肥城建,6578960079.0,452.0,金融,SZSE,房地产开发,0.5988626,7.23051117,18.57964109,1.22622046,60.75742627,6,-1
002559,亚威股份,3676931076.0,2010.0,制造业,SZSE,工业机械,0.42066885,24.59912536,9.10966199,2.19741584,60.77361584,15,5
000659,珠海中富,4307103301.0,1896.0,加工制造业,SZSE,容器/包装,2.69646477,,-24.13734585,7.63445761,60.77495257,5,0
300217,东方电热,4253469097.0,3256.0,制造业,SZSE,建筑产品,0.31839055,48.83040936,4.41431413,2.08518024,60.7878559,6,3
002239,奥特佳,12259516284.0,5322.0,非耐用消费品,SZSE,服装/鞋类,0.33370562,,-4.7938674,2.38530952,60.79224142,6,1
900904,神奇B股,2830677273.6048,1301.0,健康科技,SSE,药品:专业,0.14355877,,-13.49655498,0.85023326,60.81435898,4,1
600328,中盐化工,13091274482.0,8206.0,加工制造业,SSE,化学品：特种,0.42464534,,9.29576138,2.01546616,60.8218785,9,12
600083,*ST博信,1430599952.0,23.0,耐用消费品,SSE,电子/电器,0.0,89.88439306,571.50470807,141.20317821,60.82532429,10,4
600851,海欣股份,8051309094.4134,1121.0,加工制造业,SSE,纺织品,0.03775352,87.92943361,3.38119122,2.72872917,60.83436015,13,5
300461,田中精机,2828472854.0,681.0,制造业,SZSE,工业机械,0.83391018,28.56955684,96.99657399,19.33588986,60.85187576,12,0
603557,ST起步,3157036017.0,492.0,非耐用消费品,SSE,服装/鞋类,0.62958684,,-17.70794469,1.95415349,60.85602165,4,8
300821,东岳硅材,15275999451.0,852.0,加工制造业,SZSE,化学品：特种,0.0,43.71565934,8.3687634,3.74491069,60.85727772,4,7
600595,*ST中孚,7001569981.0,7044.0,非能源矿业,SSE,铝业,53.18050368,,-59.29702199,4.28196179,60.91348375,3,3
000821,京山轻机,5311411259.0,3472.0,制造业,SZSE,工业机械,0.53459641,42.73715415,4.57883101,1.96174929,60.91406549,4,6
600367,红星发展,2679466361.0,2761.0,加工制造业,SSE,化学品：特种,0.10241529,34.58955597,5.75886208,1.96133214,60.91626084,5,2
000039,中集集团,57912209230.33882,51100.0,加工制造业,SZSE,容器/包装,1.16074092,9.14873528,19.80302335,1.66671042,60.92336034,9,4
000982,中银绒业,9717079331.0,33.0,加工制造业,SZSE,纺织品,0.0,232.65306122,3.80926887,8.60637173,60.92861135,3,2
000960,锡业股份,27863426329.0,15379.0,非能源矿业,SZSE,其他金属/矿物,1.49568624,28.68033203,7.53574498,2.15391388,60.93190318,7,2
603559,中通国脉,1898899925.0,1153.0,通讯,SSE,专业电信,0.51028512,1183.03571429,0.18576436,2.16633531,60.93274116,4,3
688089,嘉必优,5844000092.0,374.0,加工制造业,SSE,化学品：特种,0.0,42.04800639,10.62414676,4.43422245,60.96380705,6,3
600090,*ST济堂,2360686088.0,821.0,加工制造业,SSE,农副产品,0.29056424,,-45.38368887,0.60563984,60.96596549,6,2
000034,神州数码,14291818676.0,4569.0,电子科技,SZSE,电信设备,2.91124554,21.94273215,14.36745106,3.09708745,60.98295102,4,7
688363,华熙生物,137760000000.0,2082.0,加工制造业,SSE,化学品：特种,0.0047976,213.30360461,13.49702273,27.44355186,60.98612246,3,6
600500,中化国际,20674938645.0,26979.0,配送服务,SSE,批发分销商,0.96957595,34.12449619,5.14257456,1.76956214,60.98663462,10,11
688168,安博通,2916748303.0,230.0,科技服务,SSE,套装软件,0.08382146,58.21246374,4.9565896,2.85956721,60.98818895,2,0
600348,华阳股份,17676749771.0,33030.0,能源矿产,SSE,煤炭,1.10201792,11.11951589,8.94549805,1.05625757,60.99134992,8,6
300310,宜通世纪,4168967856.999999,6446.0,通讯,SZSE,专业电信,-0.00728837,201.27659574,1.18789824,2.41812623,60.99320893,4,4
900913,国新B股,5313251328.8328,4413.0,工业服务,SSE,石油和天然气管道,4.83460724,,-15.93372846,0.70373036,61.0055538,3,0
300102,乾照光电,6677768932.0,2247.0,电子科技,SZSE,半导体,1.17828973,,-6.30619538,2.84079795,61.01119838,4,11
600537,亿晶光电,5128926500.0,1643.0,制造业,SSE,电子设备,0.66861215,,-22.19327094,1.92012965,61.02586164,4,4
000663,*ST永林,3679955452.0,592.0,非能源矿业,SZSE,林产品,1.10267802,54.48654038,11.56481045,6.16970354,61.02992013,2,-3
000988,华工科技,22834966454.0,7352.0,电子科技,SZSE,电子设备/仪器,0.34040718,33.77956121,10.49450035,3.44005935,61.03884286,7,0
688819,天能股份,43268168282.0,22333.0,制造业,SSE,电子设备,0.48802551,,39.02130536,6.42019585,61.0495841,4,2
300610,晨化股份,2945313585.0,792.0,加工制造业,SZSE,化学品：特种,0.03943779,17.37713139,17.8960852,3.05875862,61.06245104,7,3
002411,延安必康,9055797825.0,4250.0,健康科技,SZSE,药品:专业,0.60172188,,-11.08856416,1.05414112,61.06880183,4,4
300537,广信材料,3659802600.0,807.0,加工制造业,SZSE,化学品：多元化,0.14784565,,-17.31360965,3.3180554,61.073833,3,2
000938,紫光股份,65781836182.0,15497.0,电子科技,SZSE,计算机外围设备,0.18263386,34.30787589,6.74495112,2.21153208,61.07491941,8,1
300859,*ST西域,4340000000.0,515.0,商业服务,SZSE,杂项商业服务,0.12805641,,-6.74174486,7.11901208,61.0912617,2,10
603133,碳元科技,2177864698.0,1462.0,制造业,SSE,电子设备,0.58858323,,-12.7598504,2.74696443,61.09381396,6,2
002534,杭锅股份,10333940804.0,2107.0,制造业,SZSE,工业机械,0.33706986,19.7040285,15.54830302,3.05420686,61.09702378,5,3
603227,雪峰科技,3861958084.0,2788.0,加工制造业,SSE,特种工业品,0.36057254,22.36676458,11.57604235,2.63013753,61.10779194,9,3
002669,康达新材,3206497704.0,979.0,加工制造业,SZSE,特种工业品,0.27475179,14.43880429,9.9373053,1.38459957,61.11242501,3,-5
000635,英 力 特,3476415036.0,2128.0,加工制造业,SZSE,化学品：多元化,0.06678761,22.74890916,5.64275338,1.2887264,61.11377797,3,2
601188,龙江交通,4052905803.0,608.0,运输,SSE,其他运输,0.0,15.89267286,5.61432771,0.90127261,61.12864019,6,8
603030,全筑股份,2423019095.0,2017.0,工业服务,SSE,工程建设,1.24929721,18.34343434,6.0909441,1.05777206,61.14560073,2,3
600152,维科技术,3358297816.0,2513.0,耐用消费品,SSE,家居装修,0.79763657,50.67817509,4.89290337,2.40275001,61.14711227,5,2
603555,*ST贵人,3897333350.0,2754.0,非耐用消费品,SSE,服装/鞋类,-79.85028488,,-199.99536877,151.4041514,61.15469053,9,1
688663,新风光,3025719051.0,507.0,电子科技,SSE,电子生产设备,0.17457929,,20.72785476,5.5291999,61.16190301,5,0
300271,华宇软件,16739674361.000002,7797.0,科技服务,SZSE,套装软件,0.05842815,46.56365544,5.81865889,2.55015378,61.16289927,6,2
300625,三雄极光,4359852890.0,4337.0,制造业,SZSE,电子设备,0.10504969,18.29565217,10.23580944,1.8191376,61.17526732,11,1
300679,电连技术,12004950302.0,5539.0,电子科技,SZSE,电子元器件,0.11054224,34.06813627,10.02287568,3.35917223,61.1769634,5,4
688191,智洋创新,3269063743.0,,科技服务,SSE,套装软件,0.11290156,35.46405612,26.47113299,8.29070285,61.18236318,2,7
000590,启迪药业,2179188627.0,1256.0,健康科技,SZSE,药品:专业,0.03399879,63.54748603,5.29214746,3.37919382,61.18863633,6,2
688012,中微公司,99140451965.0,894.0,电子科技,SSE,半导体,0.00442395,142.78879341,14.48217733,19.73172661,61.20414616,10,1
002261,拓维信息,11304876009.0,3932.0,科技服务,SZSE,互联网软件/服务,0.11487427,226.71081678,1.97553976,4.47250953,61.204369,3,4
600785,新华百货,2694037468.0,9380.0,零售行业,SSE,百货公司,2.46296638,69.53989517,1.75334223,1.137405,61.21664509,3,-2
600207,安彩高科,6523946801.0,2158.0,电子科技,SSE,电子生产设备,0.29054139,26.98072805,13.9326142,3.82513661,61.22882427,5,8
000818,航锦科技,18799038449.0,4327.0,加工制造业,SZSE,化学品：多元化,0.24259999,53.76845377,11.95029548,6.53347936,61.28052717,6,10
300406,九强生物,11921042380.0,907.0,健康科技,SZSE,药品：其他,0.06691285,53.98773006,7.99197882,3.72829154,61.29016956,6,0
002006,精功科技,3645831734.0,1181.0,制造业,SZSE,卡车/建筑/农业机械,0.37302144,70.57268722,5.61338277,3.8795546,61.2981402,7,9
900920,上柴B股,6109534790.8806,1890.0,制造业,SSE,卡车/建筑/农业机械,0.39746595,11.33438202,6.31641933,0.6807865,61.30371774,5,2
603701,德宏股份,2321312740.0,429.0,制造业,SSE,汽车零件：OEM,0.05920122,32.69784173,9.6149305,3.32058434,61.31287671,12,0
