商品代码,说明,市场价值,员工数量,部门,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),RSI(14),accums,currents
002204,大连重工,7165382756.0,5422.0,非能源矿业,SZSE,钢铁,0.2950921,87.29411765,1.23350973,1.08557617,53.58691351,5,-1
300006,莱美药业,7708152362.0,1438.0,健康科技,SZSE,药品:专业,0.38195255,,-14.01036398,5.06209737,53.60555812,10,-3
002047,宝鹰股份,4539711525.0,2129.0,制造业,SZSE,建筑产品,1.35815521,40.0,2.73279466,1.08583838,53.60655779,4,1
002123,梦网科技,13491742072.0,999.0,科技服务,SZSE,套装软件,0.21281928,121.72073343,2.61787858,3.14144321,53.6231875,7,0
002493,荣盛石化,184892095950.0,17544.0,加工制造业,SZSE,纺织品,2.09114118,13.92936151,27.44165623,3.33442289,53.63060227,8,0
600104,上汽集团,243831843897.0,204815.0,耐用消费品,SSE,机动车,0.86873891,9.36596174,10.1082477,0.93744373,53.63141119,2,1
002339,积成电子,3100167602.0,2647.0,科技服务,SZSE,IT服务,0.36917121,34.45378151,5.1007254,1.6926854,53.63820579,20,-2
300817,双飞股份,2518919076.0,1064.0,制造业,SZSE,金属加工,0.14415937,28.85122934,9.97540952,2.85486509,53.64829298,5,0
688309,恒誉环保,2236300092.0,101.0,制造业,SSE,卡车/建筑/农业机械,0.01396245,51.46382066,9.79833601,3.14244447,53.65045747,4,1
002109,兴化股份,5148899453.0,1298.0,加工制造业,SZSE,化学品：农业,0.0,15.84575502,8.36316436,1.31330168,53.66006395,4,-3
002028,思源电气,22362222953.0,5602.0,制造业,SZSE,电子设备,0.09149621,19.84825837,18.8424926,3.42825172,53.69447108,3,2
603458,勘设股份,3866866480.0,3018.0,工业服务,SSE,工程建设,0.55912615,7.44787444,18.12324058,1.27359585,53.71312016,6,1
002642,荣联科技,3248359281.0,798.0,科技服务,SZSE,IT服务,0.12525633,,-51.11542213,2.32305072,53.71533626,4,4
688258,卓易信息,4317395143.0,557.0,科技服务,SSE,IT服务,0.13201916,67.6430545,7.41001385,4.78588372,53.71947417,4,3
002737,葵花药业,9293374990.0,5621.0,健康科技,SZSE,药品：其他,0.03866762,14.19633504,19.32401787,2.92223182,53.72635712,4,-3
003043,华亚智能,4160799866.000001,629.0,制造业,SZSE,建筑产品,0.0369763,57.93694776,19.30488875,10.42991004,53.73018209,2,2
300891,惠云钛业,6836000061.0,1073.0,加工制造业,SZSE,化学品：特种,0.10365418,62.64662757,9.53821045,5.99245421,53.73701851,11,0
002748,世龙实业,1560000000.0,1490.0,加工制造业,SZSE,化学品：特种,0.50845592,,-10.14133902,1.60897063,53.74178852,3,1
300287,飞利信,8324589043.0,1243.0,科技服务,SZSE,IT服务,0.01231725,,-41.48496752,3.47559295,53.74273061,8,-1
300263,隆华科技,5990002547.0,1676.0,配送服务,SZSE,批发分销商,0.33245782,26.57640232,8.35168687,2.35022048,53.74841243,7,0
002553,南方轴承,3667919987.0,897.0,制造业,SZSE,金属加工,0.01225171,9.23265592,44.80147372,3.50926259,53.7633641,2,2
300612,宣亚国际,2624159386.0,327.0,通讯,SZSE,专业电信,0.23549242,,-6.60048931,9.09526881,53.76375685,8,0
300594,朗进科技,1758574590.0,800.0,制造业,SZSE,工业机械,0.19821358,22.90412344,8.82761964,1.96440836,53.76749369,2,2
300167,迪威迅,1588269537.0,705.0,通讯,SZSE,专业电信,0.23116246,,-26.28642125,3.83967715,53.78206634,3,1
600490,鹏欣资源,8629611394.0,1892.0,加工制造业,SSE,化学品：特种,0.18557662,15.46026751,8.59047647,1.31997904,53.79347838,17,-2
300973,立高食品,25013211996.0,2709.0,非耐用消费品,SZSE,食品：特色/糖果,0.12725211,87.15997522,41.34674886,38.36464199,53.80627899,3,2
300916,朗特智能,4045525742.0,1244.0,商业服务,SZSE,杂项商业服务,0.05634936,,16.45766017,4.85501636,53.81418104,7,0
603929,亚翔集成,2457907305.0,535.0,制造业,SSE,工业机械,0.11815725,,-2.6806816,2.37522345,53.83591578,6,0
300074,华平股份,2239351066.0,459.0,电子科技,SZSE,计算机外围设备,0.15211316,56.23342175,3.43659312,1.94257492,53.8373169,2,7
002763,汇洁股份,3907578708.0,6326.0,非耐用消费品,SZSE,服装/鞋类,0.01977048,13.00769843,15.22416783,1.97558738,53.83988955,5,2
688314,康拓医疗,6206672774.0,175.0,健康科技,SSE,医学专业,0.0669639,,23.96051468,25.38163818,53.85030264,6,-1
601799,星宇股份,58544165588.0,7815.0,制造业,SSE,汽车零件：OEM,0.47773147,45.43208816,22.86598649,9.86699386,53.85441556,2,-2
000766,通化金马,4755154249.0,1990.0,健康科技,SZSE,药品：其他,0.90372162,,-12.79328152,2.09345667,53.85467211,2,-1
300541,先进数通,4984994268.0,2219.0,科技服务,SZSE,套装软件,1.15146892,24.77648129,16.37619861,3.87068366,53.85614585,2,-6
000835,*ST长动,927999440.0,51.0,科技服务,SZSE,套装软件,-1.03898714,,,,53.86331371,5,1
300302,同有科技,5109058824.0,347.0,电子科技,SZSE,计算机通讯,0.15200622,96.49769585,3.96139822,3.54196056,53.86541697,6,3
600742,一汽富维,6691209106.0,14173.0,制造业,SSE,汽车零件：OEM,0.28542612,7.74773379,14.14725568,1.06000587,53.86805039,5,-1
688558,国盛智科,4950000000.0,800.0,制造业,SSE,工业机械,0.0,34.88696623,15.1153321,4.01614168,53.87233069,6,0
600579,克劳斯,4882682611.0,6064.0,耐用消费品,SSE,汽车售后,0.70697719,,-4.21004459,0.91951035,53.87349624,4,-3
000981,*ST银亿,8176819069.0,10973.0,金融,SZSE,房地产开发,1.60078558,,-15.38551867,1.52821169,53.88180318,2,3
688050,爱博医疗,33760221715.0,418.0,健康科技,SSE,医学专业,0.00149867,261.39694725,11.87543012,22.23842906,53.88818535,4,1
002222,福晶科技,6797249837.0,1325.0,电子科技,SZSE,电子元器件,0.0,43.3478735,14.80970375,6.35435733,53.90619661,12,2
688358,祥生医疗,4160000000.0,606.0,健康科技,SSE,医学专业,0.0,39.6039604,8.72891824,3.48728583,53.90907271,6,-1
600203,福日电子,4491439362.0,5343.0,电子科技,SSE,计算机外围设备,1.12655094,155.20504732,1.40507261,2.12940922,53.91834105,13,-2
300268,佳沃股份,3423029874.0,3392.0,非耐用消费品,SZSE,饮料:酒精饮料,-80.73886889,,,,53.94310726,5,0
002052,ST同洲,1342727455.0,357.0,电子科技,SZSE,电信设备,0.30958541,,-48.42640712,5.81001259,53.94593249,5,2
600287,江苏舜天,2375995738.0,1954.0,配送服务,SSE,批发分销商,0.61976228,25.59694365,3.82384001,0.89176976,53.96887859,3,-1
688393,安必平,3629059157.0,527.0,健康科技,SSE,生物科技,0.00156572,,10.51924531,3.10714876,53.98322832,6,1
200054,建车B,456895406.1543038,944.0,耐用消费品,SZSE,机动车,3.71639824,20.49399679,14.48265066,2.63206379,53.99278285,10,1
600639,浦东金桥,13524779218.428,213.0,金融,SSE,房地产开发,0.75990543,19.68258467,7.61913254,1.44891102,53.99530969,8,1
603380,易德龙,3891903470.0,1400.0,电子科技,SSE,电子生产设备,0.082564,20.06152228,20.30708986,3.94309378,54.00699946,10,1
000851,高鸿股份,7478723989.0,1173.0,电子科技,SZSE,计算机通讯,0.66504373,,-1.90913696,1.89173541,54.02119644,2,4
002530,金财互联,8025740786.0,4152.0,制造业,SZSE,工业机械,0.1716078,,-47.00278174,3.79463299,54.02152221,2,-5
300686,智动力,4346209167.0,4584.0,电子科技,SZSE,电子生产设备,0.28031556,32.20769081,9.06008917,1.76398142,54.02484022,2,1
002984,森麒麟,22400584937.0,2511.0,耐用消费品,SZSE,汽车售后,0.16145143,22.77410832,21.40940775,4.03625134,54.02795995,5,-1
000525,ST红太阳,2369553339.0,3195.0,加工制造业,SZSE,化学品：农业,1.28830427,,-3.2342796,0.5910722,54.03666297,4,1
000629,攀钢钒钛,19670518227.0,3181.0,非能源矿业,SZSE,钢铁,0.01397646,63.25966851,3.2598734,2.07536568,54.0554549,13,-1
300486,东杰智能,4601685932.0,774.0,制造业,SZSE,卡车/建筑/农业机械,0.4028518,43.0418251,7.32575547,3.09900104,54.07508272,6,1
002769,普路通,2322038219.0,370.0,商业服务,SZSE,杂项商业服务,1.13419349,32.26141079,5.01733592,1.60235355,54.07792122,4,2
688059,华锐精密,7085287907.0,395.0,制造业,SSE,工业机械,0.04137528,,24.42782197,17.23202331,54.08694683,2,-2
300106,西部牧业,2159816067.0,661.0,加工制造业,SZSE,农副产品,0.3360513,116.66666667,3.24017712,3.73583071,54.12076858,2,2
603076,乐惠国际,5924022349.0,958.0,制造业,SSE,工业机械,0.21308764,51.16764178,10.0728404,5.97506276,54.12764448,3,3
003011,海象新材,3426298094.0,1433.0,制造业,SZSE,建筑产品,0.35970375,,23.1248122,2.02179559,54.12888154,16,-7
603726,朗迪集团,2604686277.0,2841.0,制造业,SSE,工业机械,0.49584739,19.00826446,13.76596135,2.56841165,54.13016973,6,7
600078,*ST澄星,1755818185.0,2224.0,加工制造业,SSE,化学品：特种,-198.70095475,,-346.48341064,,54.13703465,4,3
300836,佰奥智能,1829850007.0,678.0,配送服务,SZSE,批发分销商,0.07387628,110.10670421,3.63755381,2.97731646,54.14348956,2,2
002247,聚力文化,2518575399.0,,科技服务,SZSE,套装软件,0.09443514,12.44743482,38.96579158,4.14658747,54.18917448,2,-6
002457,青龙管业,3085276373.0,2125.0,制造业,SZSE,杂项制造,0.22790671,14.83091787,10.29799841,1.47104861,54.20339119,4,2
002966,苏州银行,25499999695.0,4495.0,金融,SZSE,地区银行,3.85982756,9.49367089,9.14218962,0.85771467,54.20958168,8,-1
301006,迈拓股份,4434675182.0,363.0,制造业,SZSE,工业机械,0.02587467,,36.10945213,7.97169847,54.22641872,3,1
603358,华达科技,7687590650.0,2401.0,制造业,SSE,汽车零件：OEM,0.17213569,26.342711,10.48971223,2.75807536,54.228389,5,13
600099,林海股份,1422088718.0,533.0,耐用消费品,SSE,机动车,0.0,128.76984127,2.28134761,2.9418164,54.23429008,2,4
600340,华夏幸福,20835636964.0,21450.0,金融,SSE,房地产开发,3.12865561,,-6.49039929,0.33616692,54.25305271,3,0
300442,普丽盛,5013000107.0,795.0,制造业,SZSE,工业机械,0.58326179,,-33.71524513,9.83998512,54.27354438,6,-3
600058,五矿发展,8639601229.0,3346.0,运输,SSE,空运/快递,2.34987794,21.13266911,7.48343,2.03468558,54.27736809,6,2
000998,隆平高科,21586795642.0,2763.0,加工制造业,SZSE,农副产品,0.98037548,161.80758017,2.26106338,3.90962543,54.28975273,22,-4
300234,开尔新材,4912344250.0,675.0,制造业,SZSE,杂项制造,0.08324435,314.81481481,1.75181485,5.36009879,54.30505409,4,2
002719,*ST麦趣,1741467860.0,1843.0,非耐用消费品,SZSE,食品：特色/糖果,0.24372609,31.96869356,6.40328312,1.99031455,54.31582509,6,11
688256,寒武纪,51404847075.0,1268.0,电子科技,SSE,半导体,0.01476081,,-10.11766778,7.99266924,54.32275656,2,6
300133,华策影视,11881710815.0,660.0,消费者服务,SZSE,电影/娱乐,0.06918059,25.7307534,7.6635897,1.97668461,54.34246711,7,-2
002619,*ST艾格,2479136451.0,283.0,科技服务,SZSE,套装软件,0.0,,-47.72691941,1.16325159,54.34661093,2,5
002053,云南能投,5889974009.0,,加工制造业,SZSE,化学品：特种,0.61020503,28.67728788,4.90770871,1.41503484,54.35087337,6,0
601956,东贝集团,,,制造业,SSE,工业机械,,,,,54.35240007,5,-3
000655,金岭矿业,6447535089.0,2702.0,非能源矿业,SZSE,钢铁,0.00307908,21.74698795,10.75000297,2.29558095,54.35810745,5,-1
600329,中新药业,16004079477.0,4840.0,健康科技,SSE,药品：其他,0.08585096,28.09638029,12.16996214,3.41123895,54.36173963,2,-3
000823,超声电子,5928177431.0,7056.0,电子科技,SZSE,电子元器件,0.33162787,17.05019305,9.23899174,1.52872592,54.36706136,2,4
002426,胜利精密,11153356945.0,5745.0,制造业,SZSE,杂项制造,0.76795251,24.96171516,9.8027603,2.44698818,54.36859403,2,-1
603005,晶方科技,22150458592.0,959.0,商业服务,SSE,杂项商业服务,0.0,48.21031974,16.13777713,6.56971841,54.37214575,6,2
603009,北特科技,2094983854.0,1203.0,耐用消费品,SSE,汽车售后,0.68062856,44.04223228,3.08027164,1.41014435,54.37458177,5,-1
600246,万通发展,17295546710.0,278.0,金融,SSE,房地产开发,0.31738962,763.79310345,0.33048251,2.4680972,54.39074156,4,7
603970,中农立华,4400642113.0,885.0,加工制造业,SSE,化学品：农业,1.53590195,31.82007497,13.28325768,4.29216698,54.39196225,5,3
688466,金科环境,2323403711.0,311.0,工业服务,SSE,环境服务,0.06225402,31.95308225,11.01153399,2.40646361,54.40038541,6,1
300830,金现代,4486203881.0,2833.0,科技服务,SZSE,套装软件,0.00221845,,7.45143131,4.04323117,54.40600807,9,-2
600493,凤竹纺织,1360000000.0,1440.0,加工制造业,SSE,纺织品,1.28237714,41.28819158,4.34303219,1.77329489,54.42295457,2,4
688016,心脉医疗,29223125565.0,502.0,健康科技,SSE,医学专业,0.01300166,113.78923767,20.86981744,23.68215515,54.42403989,4,0
002905,金逸影视,3213772848.0,3103.0,消费者服务,SZSE,电影/娱乐,3.76471416,,-24.4312055,2.20807628,54.44394663,7,-4
300809,华辰装备,3245105610.0,479.0,制造业,SZSE,工业机械,0.08515984,42.83347142,5.41159833,2.33231417,54.45565716,2,-2
002246,北化股份,3903637430.0,3611.0,加工制造业,SZSE,化学品：特种,0.07906084,33.87327299,4.45765723,1.48633761,54.46128018,6,-1
688165,埃夫特,5739580322.0,1418.0,制造业,SSE,工业机械,0.25559371,,-8.15321567,2.72090671,54.46350031,6,3
600750,江中药业,8265599928.0,3803.0,健康科技,SSE,仿制药,9.195e-05,16.47620244,12.98254222,2.13202985,54.47955906,6,-2
300614,百川畅银,8846356220.0,812.0,公用事业,SZSE,可替代发电,0.22319997,,12.85308208,8.55598694,54.48919869,4,-6
603236,移远通信,23361092637.0,3025.0,科技服务,SSE,套装软件,0.61213615,103.97256729,9.08822753,11.96393102,54.49371072,4,-1
300985,致远新能,3809335327.0,764.0,电子科技,SZSE,电子设备/仪器,0.48012822,,65.56256526,8.36669371,54.49568353,2,3
000510,新金路,2972809454.0,2435.0,加工制造业,SZSE,化学品：特种,0.25713909,27.35426009,10.09064705,2.79502394,54.49589065,23,1
002412,汉森制药,3094680123.0,1512.0,健康科技,SZSE,药品：其他,0.09042485,26.92644483,7.14680856,1.94057731,54.51125076,4,1
300513,恒实科技,3274935601.0,1897.0,科技服务,SZSE,IT服务,0.23070308,30.03452244,4.33952201,1.28608966,54.51998446,4,4
002107,沃华医药,4513779130.0,1304.0,健康科技,SZSE,药品：其他,0.14331585,24.32348367,23.57903357,5.59050615,54.52145481,5,-6
002560,通达股份,3143700424.0,630.0,制造业,SZSE,电子设备,0.3273594,34.47098976,4.21841417,1.35530447,54.5222275,4,1
300173,福能东方,4298145322.0,1635.0,制造业,SZSE,工业机械,0.30998979,76.57068063,4.48894936,2.75869224,54.52772321,5,-1
688138,清溢光电,5223943741.0,395.0,电子科技,SSE,半导体,0.08346961,72.22427149,6.20548639,4.43369609,54.53349618,6,3
001696,宗申动力,8816707509.0,7754.0,制造业,SZSE,汽车零件：OEM,0.43130372,14.2698295,13.76111575,1.9602502,54.5419889,7,0
300709,精研科技,5327272195.0,3152.0,制造业,SZSE,金属加工,0.56812888,29.84132029,9.28074046,3.14130113,54.55683153,4,-1
300385,雪浪环境,2885043747.0,831.0,工业服务,SZSE,环境服务,1.42877473,,-27.54815685,3.34846458,54.55999907,6,-1
600808,马钢股份,27762378387.62197,22145.0,非能源矿业,SSE,钢铁,0.69843582,9.68858131,10.90217574,1.06343152,54.56041718,3,1
603928,兴业股份,2161152119.0,673.0,加工制造业,SSE,特种工业品,0.02824493,19.57990868,7.99047865,1.54342984,54.57466487,3,-1
300899,上海凯鑫,2384226040.0,87.0,科技服务,SZSE,套装软件,0.0561682,,10.42621311,3.85110315,54.57661087,3,0
603069,海汽集团,7407040169.0,3288.0,运输,SSE,其他运输,0.14068627,,-5.8821948,7.24554835,54.58001394,3,1
002015,协鑫能科,13402891313.0,2987.0,公用事业,SZSE,发电厂,1.73484791,15.46263068,16.08401648,2.33995178,54.58562408,6,0
300647,超频三,4267431686.0,799.0,电子科技,SZSE,计算机外围设备,0.84203027,218.76379691,2.53794631,5.45035557,54.59828328,5,0
600198,*ST大唐,7171542373.0,918.0,电子科技,SSE,计算机通讯,-2.36921481,,,,54.62691542,2,-3
002295,精艺股份,1709201145.0,510.0,非能源矿业,SZSE,其他金属/矿物,0.85274887,22.19329645,6.36562151,1.40209492,54.62855945,4,3
002446,盛路通信,6043371046.0,1422.0,电子科技,SZSE,电信设备,0.08653314,27.55905512,7.36419297,1.98471915,54.63484159,5,-2
600108,亚盛集团,5587646290.0,5344.0,加工制造业,SSE,农副产品,0.91481174,,-18.60987858,1.39472047,54.65283978,2,2
603011,合锻智能,2140218112.0,1459.0,制造业,SSE,工业机械,0.30656068,35.03230438,3.64124423,1.26546828,54.66072918,3,-2
300703,创源股份,1877497543.0,2298.0,加工制造业,SZSE,纸浆&纸,0.68641019,30.59964727,8.65841313,2.63963304,54.68522479,5,0
600906,财达证券,50557099752.0,2039.0,金融,SSE,投资经理,1.98204573,,6.04765127,5.66528974,54.70014803,4,-3
002820,桂发祥,2125186612.9999995,1100.0,非耐用消费品,SZSE,食品：特色/糖果,0.06343135,71.82620502,2.74850961,2.00038571,54.70256461,8,2
688508,芯朋微,10952880124.0,210.0,电子科技,SSE,半导体,0.0,,11.34383513,8.48336465,54.71601393,2,-2
000100,TCL科技,110569288542.0,48471.0,电子科技,SZSE,电信设备,1.46870683,17.03687729,19.45725765,3.27187184,54.71763822,10,-6
300516,久之洋,5715000000.0,329.0,健康科技,SZSE,医学专业,0.07784262,71.52511827,7.18412059,5.04609027,54.72480182,2,-3
603166,福达股份,4049407839.0,2626.0,制造业,SSE,汽车零件：OEM,0.3194385,17.36040609,10.32930837,1.78796418,54.73489883,7,1
000678,襄阳轴承,2403769809.0,3515.0,制造业,SZSE,汽车零件：OEM,0.62118059,,-4.85274231,2.20393337,54.73652513,10,1
002401,中远海科,3629782764.0,853.0,制造业,SZSE,电子设备,0.09979864,24.17693395,13.72766875,3.17722379,54.74345019,3,-9
300134,大富科技,8595977295.0,4773.0,电子科技,SZSE,电信设备,0.08784474,230.92783505,0.74574584,1.70859592,54.74345476,5,-3
300778,新城市,2417500019.0,944.0,工业服务,SZSE,工程建设,0.06007853,23.01011303,10.8353293,2.47415506,54.74595404,6,2
000589,贵州轮胎,5699664006.0,6131.0,耐用消费品,SZSE,汽车售后,0.77580444,3.96540253,24.9068335,0.9760795,54.75270296,6,-6
000596,古井贡酒,101250429261.76334,9936.0,非耐用消费品,SZSE,饮料:酒精饮料,0.02834764,58.40664106,19.88641437,11.81868917,54.77574991,11,2
300411,金盾股份,3191181875.0,634.0,制造业,SZSE,工业机械,0.05821847,,-2.98505691,3.73894986,54.7766188,7,0
605208,永茂泰,4019439842.0,,制造业,SSE,金属加工,0.23130013,23.20381919,15.00259221,3.23316749,54.78921221,4,0
300603,立昂技术,4294956421.0,863.0,科技服务,SZSE,套装软件,0.35696786,,-49.50905287,2.89976191,54.79733044,6,4
300489,中飞股份,3173073677.0,525.0,非能源矿业,SZSE,铝业,2.78559192,92.06160742,9.39881101,8.39990883,54.80374599,4,-2
688123,聚辰股份,5758115077.0,160.0,电子科技,SSE,半导体,0.00561184,36.22197035,11.24907397,3.94100013,54.81013465,2,-1
300807,天迈科技,1835369442.0,676.0,运输,SZSE,其他运输,0.02398683,,-0.55513405,2.88369068,54.82094573,10,-2
603331,百达精工,1818519022.0,2301.0,制造业,SSE,工业机械,0.66197267,18.30205541,11.49513639,2.09099504,54.83456437,6,-1
300384,三联虹普,6047912695.0,269.0,加工制造业,SZSE,纺织品,0.13364796,36.40684411,8.47351555,3.01609001,54.85875574,21,0
603589,口子窖,41595577923.0,3931.0,非耐用消费品,SSE,饮料:酒精饮料,0.04195657,28.67193368,19.48043076,5.74638734,54.85930218,9,3
603267,鸿远电子,26442927628.0,960.0,电子科技,SSE,电子元器件,0.09350521,41.72809623,25.4190622,10.17790309,54.86728918,9,0
300457,赢合科技,12795898384.0,3544.0,制造业,SZSE,工业机械,0.28487712,162.80992562,1.39865126,2.43912115,54.87293392,3,-1
300152,科融环境,2444904006.0,309.0,制造业,SZSE,建筑产品,0.16755427,92.45283019,3.6879429,3.67446195,54.90937523,2,2
001979,招商蛇口,90160490432.0,48465.0,金融,SZSE,房地产开发,0.63403593,7.28079495,13.92508775,1.11451898,54.9129008,3,-4
300462,华铭智能,2349547487.0,1207.0,电子科技,SZSE,电子设备/仪器,0.15952881,26.0054178,5.39571152,1.37401353,54.91428285,2,2
002206,海 利 得,7090063197.0,2838.0,加工制造业,SZSE,纺织品,0.88177028,21.6330859,11.17349531,2.44786292,54.9175617,7,1
603078,江化微,4732729256.0,408.0,加工制造业,SSE,化学品：特种,0.55019409,76.95984704,6.10060913,3.26019604,54.93151288,6,6
300375,鹏翎股份,3279495946.0,2454.0,制造业,SZSE,汽车零件：OEM,0.10656001,,-2.92305495,1.70286883,54.93924615,4,4
600026,中远海能,25893081762.23385,7398.0,运输,SSE,海运,0.69457686,14.47488584,6.05190531,0.87215141,54.94871593,7,-2
688609,九联科技,8505000114.0,,电子科技,SSE,电子元器件,1.11028558,62.60581524,17.33194928,9.98532433,54.97509612,4,-5
000040,东旭蓝天,4118640677.999999,572.0,运输,SZSE,空运/快递,0.75725616,,-8.24604662,0.33833962,54.98794219,4,1
688029,南微医学,37228528605.0,1951.0,健康科技,SSE,医学专业,0.0,132.85116578,10.73146043,14.2586406,54.98956422,4,0
002993,奥海科技,10315905162.0,5595.0,配送服务,SZSE,批发分销商,0.48949335,,21.93159671,4.65483274,54.99499281,8,0
002885,京泉华,3002864866.0,3549.0,电子科技,SZSE,电子元器件,0.49718898,150.63177798,2.52172095,3.74368038,54.99685226,2,-2
603186,华正新材,5250245946.0,1776.0,非能源矿业,SSE,其他金属/矿物,1.00373054,30.50945029,14.99474482,3.60831915,54.99788748,3,2
603779,ST威龙,2925649287.0,949.0,非耐用消费品,SSE,饮料:酒精饮料,0.35486263,,-15.00783908,2.54105051,55.00011674,2,-3
600753,东方银星,9650995128.0,38.0,配送服务,SSE,批发分销商,0.23209495,472.42106316,9.4943937,43.24866149,55.00089517,6,-2
002276,万马股份,6747006829.0,5143.0,制造业,SZSE,电子设备,0.41381372,25.26676829,6.52526403,1.51788494,55.00852842,4,2
601886,江河集团,9211307001.0,8686.0,工业服务,SSE,工程建设,0.82940273,8.10729956,13.37975992,1.0692163,55.02509089,2,-2
300207,欣旺达,48186801504.0,27500.0,制造业,SZSE,电子设备,1.92612105,46.0704607,16.14357817,6.86976629,55.02955821,2,-2
688100,威胜信息,13000000000.0,721.0,电子科技,SSE,计算机处理硬件,0.15124483,43.9634765,12.83098081,5.52019329,55.04044805,6,6
300739,明阳电路,4442052220.0,2516.0,电子科技,SZSE,电子元器件,0.53405874,37.88702671,8.2284701,2.99555078,55.05029603,5,0
000020,深华发Ａ,2041890946.210456,1132.0,电子科技,SZSE,电子元器件,0.37450368,216.81415929,3.81534168,8.25277057,55.0583853,6,1
300589,江龙船艇,5595467662.0,598.0,制造业,SZSE,卡车/建筑/农业机械,0.59945981,148.01502146,10.40976819,15.07971644,55.06308179,4,1
002778,中晟高科,2246806888.0,711.0,能源矿产,SZSE,炼油/市场营销,0.36509433,27.06642621,14.50920137,4.58450534,55.0782658,8,1
300749,顶固集创,1916282256.0,1895.0,耐用消费品,SZSE,家居装修,0.49219885,31.4690027,7.68054511,2.37668104,55.08805034,4,4
300683,海特生物,4345046039.0,900.0,健康科技,SZSE,生物科技,0.00172461,,-0.84766145,2.54296707,55.09623,4,2
688533,上声电子,3823999939.0,,耐用消费品,SSE,电子/电器,0.48805129,50.63559322,10.79141548,5.3611966,55.10434295,2,6
002976,瑞玛工业,2482800064.0,917.0,制造业,SZSE,杂项制造,0.1305309,44.88069631,6.83777497,3.28558219,55.10808999,7,0
600663,陆家嘴,47300131415.4642,5658.0,金融,SSE,房地产开发,1.37943019,13.50112184,20.65387626,2.75522677,55.1114143,12,1
600993,马应龙,11422927383.0,3091.0,健康科技,SSE,药品：其他,0.08423896,26.75416456,15.17818246,4.00888308,55.11259094,2,-6
688122,西部超导,26555749286.0,963.0,制造业,SSE,电子设备,0.63101796,57.02643798,16.80839043,9.45499451,55.11275479,2,7
600686,金龙汽车,4861581345.0,12357.0,耐用消费品,SSE,机动车,1.7434079,18.69313482,6.34099315,1.15517512,55.13751322,5,-1
300089,文化长城,3126869751.0,548.0,制造业,SZSE,建筑产品,0.12532702,,-76.30105895,30.7954707,55.13967839,4,0
002906,华阳集团,13835619026.0,4764.0,耐用消费品,SZSE,电子/电器,0.12539953,64.08972125,6.15491135,3.86109504,55.16508735,6,2
300732,设研院,2950326973.0,2610.0,工业服务,SZSE,工程建设,0.33118749,9.42217595,13.47046997,1.22239069,55.18366912,3,-1
300437,清水源,2015319862.0,1055.0,加工制造业,SZSE,化学品：特种,1.4882795,,-29.73589535,1.81984348,55.18752401,7,1
300693,盛弘股份,3567687973.0,835.0,电子科技,SZSE,电子生产设备,0.15197766,19.69628173,16.52822872,3.15118795,55.18779774,14,0
300091,金通灵,6090682241.0,1396.0,制造业,SZSE,工业机械,0.62304929,79.8828125,2.25736602,2.03360166,55.19299462,6,3
300221,银禧科技,3374576797.0,957.0,加工制造业,SZSE,特种工业品,0.27617374,24.10025707,13.58051512,3.21696499,55.19830339,6,2
300107,建新股份,2981735747.0,895.0,加工制造业,SZSE,特种工业品,0.04083132,138.01020408,1.31598225,2.01347278,55.21478285,4,3
002913,奥士康,11864837859.0,4601.0,电子科技,SZSE,电子元器件,0.15656093,25.69900862,14.99236382,3.93046008,55.21647227,15,9
000026,飞亚达,5504037518.616246,4901.0,耐用消费品,SZSE,其他消费特产,0.29116466,13.98393335,15.33419643,2.09423462,55.21752146,4,-3
600006,东风汽车,14699999809.0,4957.0,制造业,SSE,卡车/建筑/农业机械,0.64812204,17.20908452,11.04503545,1.88071892,55.22096365,8,2
002230,科大讯飞,135520198127.00002,11006.0,科技服务,SZSE,IT服务,0.20367665,87.13642087,13.53892444,11.20621848,55.22548691,5,9
688021,奥福环保,3718886008.0,732.0,非能源矿业,SSE,建筑材料,0.27040009,43.22285009,9.83362252,4.15114221,55.24738607,2,6
300472,新元科技,2678858319.0,601.0,制造业,SZSE,工业机械,0.2024969,,-31.36977128,2.97306138,55.24906254,7,0
688099,晶晨股份,43599276737.0,971.0,商业服务,SSE,杂项商业服务,0.00292951,178.98734177,8.38698655,14.93676698,55.24920007,5,7
603690,至纯科技,12794371639.0,1286.0,配送服务,SSE,批发分销商,0.54451454,33.62817006,14.56014991,3.93355695,55.27667262,7,1
300600,国瑞科技,4054939773.0,480.0,制造业,SZSE,电子设备,0.21033517,62.71808999,5.61528688,3.47640195,55.2774004,2,4
600506,*ST香梨,1209719274.0,45.0,加工制造业,SSE,农副产品,0.0,1780.43478261,0.24659853,4.34337595,55.28554343,6,1
300084,海默科技,1819941847.0,930.0,工业服务,SZSE,油田服务/设备,0.57884992,,-37.18596806,1.42570366,55.28643431,4,5
600022,山东钢铁,18295033240.0,21398.0,非能源矿业,SSE,钢铁,0.68264996,13.98201145,6.19165404,0.86570444,55.29874379,4,-2
600678,四川金顶,2024142187.0,181.0,非能源矿业,SSE,建筑材料,0.55728178,35.82458308,36.52950949,12.50242504,55.30541444,5,-1
603685,晨丰科技,2070250000.0,1572.0,制造业,SSE,电子设备,0.47831598,16.10570602,11.73733769,1.92826538,55.31428791,4,2
